70,asambleista,curul,total si,voto
,GUDIÑO MENA ZOBEIDA GUISELA,43.0,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44.0,,SI
,GUZMAN OCHOA LILIANA MAURA,45.0,,SI
,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46.0,,SI
,MOSQUERA YANEZ ISABEL PIEDAD,47.0,,SI
,ISSA WAGNER NICOLAS JOSE,48.0,,SI
,JEREZ PILLA BETTY MARICELA,49.0,,SI
,ORTIZ GASPAR ESTHER FLAVIA,51.0,,SI
,REYES MACHUCA EFREN RODRIGO,52.0,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54.0,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55.0,,SI
,MELO GARZON ESTEBAN ANDRES,56.0,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57.0,,SI
,CABRERA FAJARDO SEGUNDO CESAR,59.0,,SI
,OCLES PADILLA ALEXANDRA,60.0,,SI
,CAZA TIPANTA HUGO RENE,61.0,,SI
,PADRON SAETEROS GLADYS PAULINA,62.0,,SI
,PEÑA CARRASCO DIANA LUCIA,64.0,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65.0,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66.0,,SI
,CAMPOVERDE CALVA SEGUNDO MODESTO,67.0,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,68.0,,SI
,FARFAN APONTE RICHARD WILSON,69.0,,SI
,RIVERA LOPEZ JOSE GABRIEL,70.0,,SI
,RIVERO DOGUER ANGEL ARMANDO,71.0,,SI
,REINOSO LESCANO MARIA ELIZABETH,73.0,,SI
,AGUILAR TORRES MANUEL RAMIRO,74.0,,SI
,ARIAS FERNANDEZ VERONICA ELIZABETH,75.0,,SI
,GARCIA PLUAS BEATRIZ CANDELARIA,77.0,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78.0,,SI
,MATIAS APOLINARIO RITA AZUCENA,81.0,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87.0,,SI
,MEJIA PLUAS NILDA CECIBEL,96.0,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97.0,,SI
,INTRIAGO MACIAS CARMEN ELENA,98.0,,SI
,VELA CHERONI MARIA SOLEDAD,106.0,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107.0,,SI
,VELIZ BRIONES JOSE FELIX,109.0,,SI
,OCHOA MORANTE MANUEL ALFREDO,110.0,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111.0,,SI
,ALEJANDRO MEDINA CRISTINA SORAYA,121.0,,SI
,VITERI GUALINGA CARLOS ELOY,123.0,,SI
,ZAMBRANO ARTEAGA JOSE RICARDO,124.0,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127.0,,SI
,BUSTAMANTE PONCE FERNANDO XAVIER,17.0,,NO
,LARRIVA ALVARADO OSCAR OSWALDO,53.0,,NO
,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79.0,,NO
,BUSTOS CHILIQUINGA ARCADIO,80.0,,NO
,YANDUN POZO CASTULO RENE,82.0,,NO
,DIAZ COKA MARIA GABRIELA,88.0,,NO
,FIERRO OVIEDO PACO,89.0,,NO
,GUALAN JAPA MILTON RODRIGO,90.0,,NO
,TIBAN GUALA LOURDES LICENIA,93.0,,NO
,ALBAN GALLO MARINA ELIZABETH,100.0,,NO
,AUQUILLA ORTEGA RAUL VICENTE,101.0,,NO
,CHICAIZA TOAPANTA WILSON ALFONSO,102.0,,NO
,DONOSO CHIRIBOGA PATRICIO,103.0,,NO
,MONCAYO CEVALLOS JOSE RICARDO,104.0,,NO
,GARCIA CANO LUIGI FRANCISCO,105.0,,NO
,VILEMA FREIRE ANGEL RAMIRO,112.0,,NO
,POSSO SALGADO LUIS ANTONIO,113.0,,NO
,SOLORZANO SARRIA CESAR FAUSTO,114.0,,NO
,MONTAÑO VALENCIA MAE,115.0,,NO
,SIVINTA TAIPE WALTHER OSWALDO,116.0,,NO
,PAEZ BENALCAZAR ANDRES TARQUINO,117.0,,NO
,SALGADO RIVADENEIRA DIEGO,118.0,,NO
,CHICA ARTEAGA GUNTARD PAVEL,119.0,,NO
,TORRES TORRES LUIS FERNANDO,120.0,,NO
,URIBE LOPEZ FANNY ESTHER,129.0,,NO
,MERA RODRIGUEZ MARIA PAULINA,130.0,,NO
,CUCALON CAMACHO HENRY EDUARDO,131.0,,NO
,TACLE GALARRAGA MOISES FERNANDO,133.0,,NO
,ROMERO LOAYZA FRANCO SEGUNDO,134.0,,NO
,YELA BURGOS DAYSE INES,135.0,,NO
,OÑATE LOMBEIDA WIMPER BOLIVAR,136.0,,NO
,KRONFLE GOMEZ MARIA CRISTINA,137.0,,NO
,MORALES POZO LENIN ALBERTO,2.0,,ABSTENCION
,MUÑOZ VICUÑA MARIANGEL,8.0,,ABSTENCION
,ANDINO REINOSO MAURO EDMUNDO,9.0,,ABSTENCION
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25.0,,ABSTENCION
,MUÑOZ AVENDAÑO ROSA ELVIRA,58.0,,ABSTENCION
,RODRIGUEZ DELGADO MARIA VERONICA,76.0,,ABSTENCION
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84.0,,ABSTENCION
,TERAN SARZOSA SEGUNDO FAUSTO,94.0,,ABSTENCION
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95.0,,ABSTENCION
