67,asambleista,curul,total si,voto
,GUAMAN CASTRO ALEX FRANCISCO,41,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44,,SI
,GUTIERREZ MOSCOSO MARIA EUGENIA,46,,SI
,MOSQUERA YANEZ ISABEL PIEDAD,47,,SI
,JEREZ PILLA BETTY MARICELA,49,,SI
,SILVA MALDONADO SOFIA IRENE,50,,SI
,BUENDIA HERDOIZA MARIA SOLEDAD,52,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54,,SI
,MELO GARZON ESTEBAN ANDRES,56,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57,,SI
,ALVARADO CARRION ROSANA,59,,SI
,CAZA TIPANTA HUGO RENE,61,,SI
,TORRES LARA JOSE EDUARDO,64,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,,SI
,PONCE LEON XIMENA MERCEDES,67,,SI
,FARFAN APONTE RICHARD WILSON,69,,SI
,RIVERO DOGUER ANGEL ARMANDO,71,,SI
,REINOSO LESCANO MARIA ELIZABETH,73,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78,,SI
,HURTADO BRAVO WASHINGTON OMAR,79,,SI
,MOYA DUQUE HERMAN ANIBAL,85,,SI
,GOMEZ IRMA,86,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,VALLE PINARGOTE BAIRON LEONARDO,96,,SI
,INTRIAGO MACIAS CARMEN ELENA,98,,SI
,VELA CHERONI MARIA SOLEDAD,106,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107,,SI
,VELIZ BRIONES JOSE FELIX,109,,SI
,VERDUGA CEDEÑO MARY,110,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,AGUILAR TORRES MANUEL RAMIRO,74,,NO
,BUSTOS CHILIQUINGA ARCADIO,80,,NO
,YANDUN POZO CASTULO RENE,82,,NO
,ACACHO GONZALEZ PEPE LUIS,83,,NO
,FIERRO OVIEDO PACO,89,,NO
,ORELLANA MARQUINEZ MAGALI MARGOT,91,,NO
,PACHECO ORDOÑEZ BAYRON EDUARDO,99,,NO
,GUTIERREZ BORBUA FAUSTO GILMAR,100,,NO
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,NO
,DONOSO CHIRIBOGA PATRICIO,103,,NO
,MOREIRA MACIAS GRACE HOLANDA,105,,NO
,POSSO SALGADO LUIS ANTONIO,113,,NO
,MORETA PANCHEZ MIGUEL ANGEL,116,,NO
,PAEZ BENALCAZAR ANDRES TARQUINO,117,,NO
,URIBE LOPEZ FANNY ESTHER,129,,NO
,TAPIA LOMBEYDA LUIS FERNANDO,130,,NO
,CUCALON CAMACHO HENRY EDUARDO,131,,NO
,REYES HIDALGO CRISTINA EUGENIA,132,,NO
,TACLE GALARRAGA MOISES FERNANDO,133,,NO
,ROMERO LOAYZA FRANCO SEGUNDO,134,,NO
,TERAN SALCEDO RAMON FORTUNATO,135,,NO
,OÑATE LOMBEIDA WIMPER BOLIVAR,136,,NO
,BUSTAMANTE PONCE FERNANDO XAVIER,17,,ABSTENCION
,TORRES TORRES LUIS FERNANDO,120,,ABSTENCION
