68,asambleista,curul,total si,voto
,MONCAYO CEVALLOS JOSE RICARDO,104,,AUSENTE
,SOLORZANO SARRIA CESAR FAUSTO,114,,AUSENTE
,PAEZ BENALCAZAR ANDRES TARQUINO,117,,AUSENTE
,SALGADO RIVADENEIRA DIEGO,118,,AUSENTE
,CHICA ARTEAGA GUNTARD PAVEL,119,,AUSENTE
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125,,AUSENTE
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,AUSENTE
,SERRANO SEGURA GRACE MARISOL,128,,AUSENTE
,TERAN SALCEDO RAMON FORTUNATO,135,,AUSENTE
,OÑATE LOMBEIDA WIMPER BOLIVAR,136,,AUSENTE
,KRONFLE GOMEZ MARIA CRISTINA,137,,AUSENTE
,ALMEIDA MANOSALVAS MARIA DEL PILAR,3,,SI
,HAGO CELI FRANCISCO WAIKING,4,,SI
,AGUIRRE HIDALGO DORA ANDELA,5,,SI
,ALBAN TORRES MARIANA DEL ROCIO,6,,SI
,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,,SI
,MUÑOZ VICUÑA MARIANGEL,8,,SI
,MONGE ESPINEL LUIS HUMBERTO,10,,SI
,ARREGUI RUEDA MARCIA CECILIA,12,,SI
,MARQUEZ LOPEZ JOSE LENIN,13,,SI
,BORJA PEREZ GALO,15,,SI
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,,SI
,BUSTAMANTE PONCE FERNANDO XAVIER,17,,SI
,CALDERON SALTOS RICHARD OSWALDO,18,,SI
,CARRILLO BETTY,20,,SI
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,,SI
,CHICA AREVALO VINICIO VETHOWEN,27,,SI
,DELGADO CHALA AGUSTIN JAVIER,32,,SI
,FAJARDO MOSQUERA LETTY VANESSA,33,,SI
,MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,35,,SI
,GARZON RICAURTE WILLIAM ANTONIO,38,,SI
,GODOY ANDRADE GINA JAKELINE,39,,SI
,GUAMAN CASTRO ALEX FRANCISCO,41,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42,,SI
,GUDIÑO MENA ZOBEIDA GUISELA,43,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44,,SI
,GUZMAN OCHOA LILIANA MAURA,45,,SI
,GOMEZ IRMA,47,,SI
,ORTIZ GASPAR ESTHER FLAVIA,51,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57,,SI
,ALVARADO CARRION ROSANA,59,,SI
,OCLES PADILLA ALEXANDRA,60,,SI
,PADRON SAETEROS GLADYS PAULINA,62,,SI
,MACAS JOSE LUIS,63,,SI
,TORRES LARA JOSE EDUARDO,64,,SI
,ASTUDILLO BANEGAS HERNAN VINICIO,65,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,,SI
,PILLAJO TUQUERES JENNY ELIZABETH,68,,SI
,FARFAN APONTE RICHARD WILSON,69,,SI
,RIVERA LOPEZ JOSE GABRIEL,70,,SI
,MEDINA MERA VICTOR CLEMENTE,72,,SI
,REINOSO LESCANO MARIA ELIZABETH,73,,SI
,AGUILAR TORRES MANUEL RAMIRO,74,,SI
,ARIAS FERNANDEZ VERONICA ELIZABETH,75,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76,,SI
,GARCIA PLUAS BEATRIZ CANDELARIA,77,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78,,SI
,MATIAS APOLINARIO RITA AZUCENA,81,,SI
,ACACHO GONZALEZ PEPE LUIS,83,,SI
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,,SI
,ALEMAN MARMOL MONICA ROCIO,86,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,MEJIA PLUAS NILDA CECIBEL,96,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97,,SI
,VELA CAIZAPANTA ANGEL RAMIRO,98,,SI
,AGUIRRE RODRIGUEZ FRANCISCO XAVIER,105,,SI
,VELA CHERONI MARIA SOLEDAD,106,,SI
,TUPIZA OBANDO CARLOS ROGELIO,107,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108,,SI
,VELEZ MARLENE MARGARITA,109,,SI
,VERDUGA CEDEÑO MARY,110,,SI
,JONIAUX BLUM ENRIQUE ALEJANDRO,111,,SI
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,,SI
,PONCE RUBIO ELVIA AZUCENA,122,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,MERA RIVADENEIRA MARIA CECILIA,124,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,BUSTOS CHILIQUINGA ARCADIO,80,,NO
,DIAZ COKA MARIA GABRIELA,88,,NO
,FIERRO OVIEDO PACO,89,,NO
,ORELLANA MARQUINEZ MAGALI MARGOT,91,,NO
,UMAJINGA GUAMAN CESAR,92,,NO
,TIBAN GUALA LOURDES LICENIA,93,,NO
,GUTIERREZ BORBUA FAUSTO GILMAR,100,,NO
,AUQUILLA ORTEGA RAUL VICENTE,101,,NO
,VILEMA FREIRE ANGEL RAMIRO,112,,NO
,POSSO SALGADO LUIS ANTONIO,113,,NO
,MONTAÑO VALENCIA MAE,115,,NO
,MORETA PANCHEZ MIGUEL ANGEL,116,,NO
,TORRES TORRES LUIS FERNANDO,120,,NO
,URIBE LOPEZ FANNY ESTHER,129,,NO
,TAPIA LOMBEYDA LUIS FERNANDO,130,,NO
,CUCALON CAMACHO HENRY EDUARDO,131,,NO
,REYES HIDALGO CRISTINA EUGENIA,132,,NO
,TACLE GALARRAGA MOISES FERNANDO,133,,NO
,ROMERO LOAYZA FRANCO SEGUNDO,134,,NO
,JEREZ PILLA BETTY MARICELA,49,,ABSTENCION
,CAMPOVERDE CALVA SEGUNDO MODESTO,67,,ABSTENCION
