35,asambleista,curul,total ausente,voto
,PEÑA CARRASCO DIANA LUCIA,64.0,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65.0,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66.0,,SI
,CAMPOVERDE CALVA SEGUNDO MODESTO,67.0,,SI
,PILLAJO TUQUERES JENNY ELIZABETH,68.0,,SI
,FARFAN APONTE RICHARD WILSON,69.0,,SI
,RIVERO DOGUER ANGEL ARMANDO,71.0,,SI
,REINOSO LESCANO MARIA ELIZABETH,73.0,,SI
,AGUILAR TORRES MANUEL RAMIRO,74.0,,SI
,CASTILLO VIVANCO JOSE BOLIVAR,75.0,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76.0,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78.0,,SI
,YANDUN POZO CASTULO RENE,82.0,,SI
,ACACHO GONZALEZ PEPE LUIS,83.0,,SI
,SANMIGUEL PALACIOS GINA ZITA,85.0,,SI
,SOLANO MORENO ALEX FABIAN,87.0,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94.0,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,VALLE PINARGOTE BAIRON LEONARDO,96,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97,,SI
,INTRIAGO MACIAS CARMEN ELENA,98,,SI
,VELA CHERONI MARIA SOLEDAD,106,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107,,SI
,VELIZ BRIONES JOSE FELIX,109,,SI
,VILEMA FREIRE ANGEL RAMIRO,112,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,ZAMBRANO ARTEAGA JOSE RICARDO,124,,SI
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,URIBE LOPEZ FANNY ESTHER,129,,SI
,GUALAN JAPA MILTON RODRIGO,90,,NO
,ORELLANA MARQUINEZ MAGALI MARGOT,91,,NO
,GUTIERREZ BORBUA FAUSTO GILMAR,100,,NO
,BUSTOS CHILIQUINGA ARCADIO,80,,ABSTENCION
,FIERRO OVIEDO PACO,89,,ABSTENCION
,UMAGINGA GUAMAN CESAR,92,,ABSTENCION
,TIBAN GUALA LOURDES LICENIA,93,,ABSTENCION
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,ABSTENCION
,DONOSO CHIRIBOGA PATRICIO,103,,ABSTENCION
,MONCAYO CEVALLOS JOSE RICARDO,104,,ABSTENCION
,MOREIRA MACIAS GRACE HOLANDA,105,,ABSTENCION
,MONTAÑO VALENCIA MAE,115,,ABSTENCION
,MORETA PANCHEZ MIGUEL ANGEL,116,,ABSTENCION
,PAEZ BENALCAZAR ANDRES TARQUINO,117,,ABSTENCION
,TORRES TORRES LUIS FERNANDO,120,,ABSTENCION
,CUCALON CAMACHO HENRY EDUARDO,131,,ABSTENCION
,TERAN SALCEDO JONNY ENRIQUE,135,,ABSTENCION
,KRONFLE GOMEZ MARIA CRISTINA,137,,ABSTENCION
