34,asambleista,curul,total ausente,voto
,CHICA ARTEAGA GUNTARD PAVEL,119,,AUSENTE
,SERRANO SEGURA GRACE MARISOL,128,,AUSENTE
,URIBE LOPEZ FANNY ESTHER,129,,AUSENTE
,REYES HIDALGO CRISTINA EUGENIA,132,,AUSENTE
,KRONFLE GOMEZ MARIA CRISTINA,137,,AUSENTE
,ABAD VELEZ RAUL,1,,SI
,ACERO LANCHIMBA ESTHELA LILIANA,2,,SI
,LANDAZURI OLMEDO LUDIS CLAUDINA,3,,SI
,GOMEZ WALFANDERY IRMA,4,,SI
,AGUIRRE HIDALGO DORA ANADELA,5,,SI
,ALBAN TORRES MARIANA DEL ROCIO,6,,SI
,MONTENEGRO NUÑEZ CHRISTIAN SANTIAGO,7,,SI
,MUÑOZ VICUÑA MARIANGEL,8,,SI
,ANDINO REINOSO MAURO EDMUNDO,9,,SI
,RIVAS ALAVA ELIANA LISSET,11,,SI
,ARREGUI RUEDA MARCIA CECILIA,12,,SI
,BENAVIDES ZAMBRANO ZOILA TERESA,13,,SI
,BORJA PEREZ GALO,15,,SI
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,,SI
,QUIMBIULCO BEDON LORENA GABRIELA,18,,SI
,CALLE ANDRADE MARIA AUGUSTA,19,,SI
,CARRILLO BETTY,20,,SI
,CARRION MARIA JOSE,21,,SI
,CAJAS LARA SUSANA VALERIA,22,,SI
,CONSTANTE NIETO MARIANA DE LAS MERCEDES,24,,SI
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,,SI
,CHAVEZ CANALES HOLGER EZEQUIEL,26,,SI
,CHICA AREVALO VINICIO VETHOWEN,27,,SI
,CORDOVA ENCALADA EDGAR EDUARDO,28,,SI
,MACIAS GARCIA PEDRO ROBERTO GEOVANNY,29,,SI
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,,SI
,FALCONI LOQUI EVELYN PAMELA,34,,SI
,MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,35,,SI
,DE LA TORRE RAMIREZ PABLO ANTONIO,36,,SI
,MENDOZA DANIEL ISAAC,37,,SI
,GARZON RICAURTE WILLIAM ANTONIO,38,,SI
,GODOY ANDRADE GINA JAKELINE,39,,SI
,GONZALEZ SERRANO MIRYAM CATARINA,40,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42,,SI
,GUZMAN OCHOA LILIANA MAURA,45,,SI
,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,,SI
,MOSQUERA YANEZ ISABEL PIEDAD,47,,SI
,JEREZ PILLA BETTY MARICELA,49,,SI
,SILVA MALDONADO SOFIA IRENE,50,,SI
,ORTIZ GASPAR ESTHER FLAVIA,51,,SI
,BUENDIA HERDOIZA MARIA SOLEDAD,52,,SI
,LARRIVA ALVARADO OSCAR OSWALDO,53,,SI
,SALAZAR MARTINEZ KARINA MARITZA,54,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55,,SI
,MELO GARZON ESTEBAN ANDRES,56,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57,,SI
,ALVARADO CARRION ROSANA,59,,SI
,OCLES PADILLA ALEXANDRA,60,,SI
,CAZA TIPANTA HUGO RENE,61,,SI
,SANANGO AUCACAMA LUIS LORENZO,62,,SI
,BRITO MENDOZA MONICA CRISTINA,63,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,,SI
,PONCE LEON XIMENA MERCEDES,67,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,68,,SI
,JIJON BUENDIA ITALIA LUISA,70,,SI
,MEDINA MERA VICTOR CLEMENTE,72,,SI
,REINOSO LESCANO MARIA ELIZABETH,73,,SI
,ARIAS FERNANDEZ VERONICA ELIZABETH,75,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78,,SI
,MOYA DUQUE HERMAN ANIBAL,85,,SI
,ALEMAN MARMOL MONICA ROCIO,86,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,VALLE PINARGOTE BAIRON LEONARDO,96,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97,,SI
,VELA CAIZAPANTA ANGEL RAMIRO,98,,SI
,AUQUILLA ORTEGA RAUL VICENTE,101,,SI
,VELA CHERONI MARIA SOLEDAD,106,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108,,SI
,VERDUGA CEDEÑO MARY,110,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,SI
,ALEJANDRO MEDINA CRISTINA SORAYA,121,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,ZAMBRANO ARTEAGA JOSE RICARDO,124,,SI
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,VITERI LOPEZ CHRISTIAN HUMBERTO,10,,ABSTENCION
,BUSTOS CHILIQUINGA ARCADIO,80,,ABSTENCION
,YANDUN POZO CASTULO RENE,82,,ABSTENCION
,ACACHO GONZALEZ PEPE LUIS,83,,ABSTENCION
,FIERRO OVIEDO PACO,89,,ABSTENCION
,GUTIERREZ BORBUA FAUSTO GILMAR,100,,ABSTENCION
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,ABSTENCION
,MONCAYO CEVALLOS JOSE RICARDO,104,,ABSTENCION
,MOREIRA MACIAS GRACE HOLANDA,105,,ABSTENCION
,ANDINO ROBALINO ANGELICA MARIA,112,,ABSTENCION
,MONTAÑO VALENCIA MAE,115,,ABSTENCION
,MORETA PANCHEZ MIGUEL ANGEL,116,,ABSTENCION
,LLANES SUAREZ HENRY MANUEL,117,,ABSTENCION
,TORRES TORRES LUIS FERNANDO,120,,ABSTENCION
,TAPIA LOMBEYDA LUIS FERNANDO,130,,ABSTENCION
,CUCALON CAMACHO HENRY EDUARDO,131,,ABSTENCION
,TACLE GALARRAGA MOISES FERNANDO,133,,ABSTENCION
,ROMERO LOAYZA FRANCO SEGUNDO,134,,ABSTENCION
,TERAN SALCEDO RAMON FORTUNATO,135,,ABSTENCION
,OÑATE LOMBEIDA WIMPER BOLIVAR,136,,ABSTENCION
