33,asambleista,curul,total ausente,voto
,ROMERO LOAYZA FRANCO SEGUNDO,134,,AUSENTE
,BUSTAMANTE PONCE FERNANDO XAVIER,17,,SI
,BUSTOS CHILIQUINGA ARCADIO,80,,SI
,YANDUN POZO CASTULO RENE,82,,SI
,ACACHO GONZALEZ PEPE LUIS,83,,SI
,DIAZ COKA MARIA GABRIELA,88,,SI
,ORELLANA MARQUINEZ MAGALI MARGOT,91,,SI
,UMAJINGA GUAMAN CESAR,92,,SI
,TIBAN GUALA LOURDES LICENIA,93,,SI
,PACHECO ORDOÑEZ BAYRON EDUARDO,99,,SI
,AUQUILLA ORTEGA RAUL VICENTE,101,,SI
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,SI
,DONOSO CHIRIBOGA PATRICIO,103,,SI
,MONCAYO CEVALLOS JOSE RICARDO,104,,SI
,MOREIRA MACIAS GRACE HOLANDA,105,,SI
,MONTAÑO VALENCIA MAE,115,,SI
,MORETA PANCHEZ MIGUEL ANGEL,116,,SI
,PAEZ BENALCAZAR ANDRES TARQUINO,117,,SI
,SALGADO RIVADENEIRA DIEGO,118,,SI
,CHICA ARTEAGA GUNTARD PAVEL,119,,SI
,URIBE LOPEZ FANNY ESTHER,129,,SI
,TAPIA LOMBEYDA LUIS FERNANDO,130,,SI
,CUCALON CAMACHO HENRY EDUARDO,131,,SI
,TERAN SALCEDO RAMON FORTUNATO,135,,SI
,VITERI JIMENEZ CYNTHIA,136,,SI
,KRONFLE GOMEZ MARIA CRISTINA,137,,SI
,ABAD VELEZ RAUL,1,,NO
,ACERO LANCHIMBA ESTHELA LILIANA,2,,NO
,AGUILAR PLACIDO ARMANDO,3,,NO
,HAGO CELI FRANCISCO WAIKING,4,,NO
,AGUIRRE HIDALGO DORA ANADELA,5,,NO
,ALBAN TORRES MARIANA DEL ROCIO,6,,NO
,MUÑOZ VICUÑA MARIANGEL,8,,NO
,ANDINO REINOSO MAURO EDMUNDO,9,,NO
,ARIAS RAMIREZ ALBERTO JESUS,11,,NO
,BORJA PEREZ GALO,15,,NO
,CALDERON SALTOS RICHARD OSWALDO,18,,NO
,CARRILLO BETTY,20,,NO
,CARVAJAL AGUIRRE MIGUEL ANGEL,22,,NO
,BRAVO RAMIREZ MARIA LORENA,23,,NO
,CAYAMBE TIPAN FAUSTO HERIBERTO,24,,NO
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,,NO
,CHAVEZ CANALES HOLGER EZEQUIEL,26,,NO
,CHICA AREVALO VINICIO VETHOWEN,27,,NO
,CUESTA RIOS LIUBA ELISA,29,,NO
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,,NO
,FAJARDO MOSQUERA LETTY VANESSA,33,,NO
,FALCONI LOQUI EVELYN PAMELA,34,,NO
,MENDOZA DANIEL ISAAC,37,,NO
,GARZON RICAURTE WILLIAM ANTONIO,38,,NO
,GODOY ANDRADE GINA JAKELINE,39,,NO
,GONZALEZ SERRANO MIRYAM CATARINA,40,,NO
,GUAMAN CASTRO ALEX FRANCISCO,41,,NO
,GUAMANGATE ANTE LUIS GILBERTO,42,,NO
,GUEVARA VILLACRES VERONICA MARGARITA,44,,NO
,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,,NO
,MOSQUERA YANEZ ISABEL PIEDAD,47,,NO
,MONGE ESPINEL LUIS HUMBERTO,48,,NO
,JEREZ PILLA BETTY MARICELA,49,,NO
,ORTIZ GASPAR ESTHER FLAVIA,51,,NO
,LEDESMA ZAMORA OSCAR ALFONSO,54,,NO
,AGUIÑAGA VALLEJO PAOLA MARCELA,55,,NO
,MELO GARZON ESTEBAN ANDRES,56,,NO
,TOBAR NUÑEZ RAUL IGNACIO,57,,NO
,ALVARADO CARRION ROSANA,59,,NO
,GOMEZ IRMA,60,,NO
,PADRON SAETEROS GLADYS PAULINA,62,,NO
,BRITO MENDOZA MONICA CRISTINA,63,,NO
,TORRES LARA JOSE EDUARDO,64,,NO
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,,NO
,PONCE LEON XIMENA MERCEDES,67,,NO
,PROAÑO CIFUENTES ROBERTH MAURICIO,68,,NO
,RIVERA LOPEZ JOSE GABRIEL,70,,NO
,RIVERO DOGUER ANGEL ARMANDO,71,,NO
,MEDINA MERA VICTOR CLEMENTE,72,,NO
,SALAZAR CEDEÑO GUADALUPE DOLORES,78,,NO
,MATIAS APOLINARIO RITA AZUCENA,81,,NO
,VASCONEZ ARTEAGA ANNY MARLLELY,97,,NO
,VELA CAIZAPANTA ANGEL RAMIRO,98,,NO
,VELIZ BRIONES JOSE FELIX,109,,NO
,VERDUGA CEDEÑO MARY,110,,NO
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,NO
,VITERI GUALINGA CARLOS ELOY,123,,NO
,ZAMBRANO ARTEAGA JOSE RICARDO,124,,NO
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,NO
,SERRANO SEGURA GRACE MARISOL,128,,NO
,ARREGUI RUEDA MARCIA CECILIA,12,,ABSTENCION
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,16,,ABSTENCION
,CALLE ANDRADE MARIA AUGUSTA,19,,ABSTENCION
,DE LA CRUZ BERNARDO HERMAN ULISES,30,,ABSTENCION
,DELGADO CHALA AGUSTIN JAVIER,32,,ABSTENCION
,GAGLIARDO LOOR GASTON,35,,ABSTENCION
,FARFAN APONTE RICHARD WILSON,69,,ABSTENCION
,RODRIGUEZ DELGADO MARIA VERONICA,76,,ABSTENCION
,MOYA DUQUE HERMAN ANIBAL,85,,ABSTENCION
,ALEMAN MARMOL MONICA ROCIO,86,,ABSTENCION
,DAHIK ASTUDILLO REYTA GIOMAR,87,,ABSTENCION
,TERAN SARZOSA SEGUNDO FAUSTO,94,,ABSTENCION
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,ABSTENCION
,VALLE PINARGOTE BAIRON LEONARDO,96,,ABSTENCION
,VELA CHERONI MARIA SOLEDAD,106,,ABSTENCION
,ARGUELLO TROYA BLANCA AZUCENA,107,,ABSTENCION
,VELASCO ENRIQUEZ CARLOS ALBERTO,108,,ABSTENCION
,VINTIMILLA JARRIN DIEGO ARMANDO,122,,ABSTENCION
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,ABSTENCION
