104,asambleista,curul,total si,voto
,ALEMÁN MARMOL MÓNICA ROCÍO,60,,SI
,SOLIZ CARRIÓN DORIS JOSEFINA,61,,SI
,VALLE PINARGOTE BAIRON LEONARDO,62,,SI
,VELIN CORTÉS JUAN PABLO,63,,SI
,VERA FLORES WENDY VANESSA,64,,SI
,VERA RODRÍGUEZ CARLOS ALFREDO,65,,SI
,VILLALVA MIRANDA LIRA DE LA PAZ,66,,SI
,VITERI GUALINGA CARLOS ELOY,67,,SI
,GUAMBA DÍAZ NANCY JEANNETH,69,,SI
,LOOR ALCÍVAR LEXI LIDUVINA,70,,SI
,ANDRADE MUÑOZ WILMA PIEDAD,71,,SI
,ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,,SI
,AUQUILLA ORTEGA RAÚL VICENTE,73,,SI
,ASTUDILLO LOOR LINA GLORIA,74,,SI
,BURBANO MONTENEGRO FÉLIX FERNANDO,75,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,76,,SI
,AZUERO RODAS ELISEO ALEXIS,77,,SI
,CUCALÓN CAMACHO HENRY EDUARDO,78,,SI
,SERRANO VITERI MERCEDES MARITZA,79,,SI
,CALLEJAS BARONA FERNANDO,80,,SI
,CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,84,,SI
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,,SI
,UGARTE HENRÍQUEZ JOSÉ FERNANDO,87,,SI
,CASTANIER JARAMILLO XAVIER HOMERO,89,,SI
,LÓPEZ GÓMEZ DE LA TORRE MARÍA CRISTINA,90,,SI
,CRUZ PROAÑO LUDOVICO ISRAEL,91,,SI
,ZAMBRANO VALLE EDUARDO MAURICIO,94,,SI
,CADENA HUERTAS FRANCISCO JAVIER,95,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96,,SI
,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,,SI
,CALDERÓN CHANCAY DORIS DAISY,98,,SI
,LLANES SUAREZ HENRY MANUEL,99,,SI
,CURICHUMBI YUPANQUI PEDRO,100,,SI
,FLORES VÁSQUEZ FERNANDO PATRICIO,102,,SI
,VERDEZOTO REINOSO ROSA ISABEL,103,,SI
,GENDE CALAZACÓN ANGEL MESÍAS,104,,SI
,ZAMBRANO VERA MARIANO,106,,SI
,CANDELL SOTO JAIME ENRIQUE JIMMY,107,,SI
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,,SI
,OLIVO PALLO JAIME FERNANDO,109,,SI
,TACLE GARCÍA SAMIA,111,,SI
,MENDOZA MACÍAS MANUEL VIRGILIO,112,,SI
,TORRES COBO LUIS ESTEBAN,113,,SI
,LARREÁTEGUI FABARA MARÍA GABRIELA,114,,SI
,SALTOS MOREIRA DIANA GABRIELA,115,,SI
,VERA CALDERÓN SILVIA LORENA,116,,SI
,MONTAÑO VALENCIA MAE,117,,SI
,MORENO GUERRERO HENRY FREDY,118,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,,SI
,CUESTA CONCARI MARÍA MERCEDES,122,,SI
,PUANCHIR PAYASHÑA TITO PEDRO,124,,SI
,MARÍN LAVAYEN DENNIS GUSTAVO,128,,SI
,ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,,SI
,PAREDES TORRES WASHINGTON ARTURO,131,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134,,SI
