35,asambleista,curul,total ausente,voto
,GODOY ANDRADE GINA JAKELINE,39.0,,SI
,GUAMAN CASTRO ALEX FRANCISCO,41.0,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42.0,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44.0,,SI
,GUZMAN OCHOA LILIANA MAURA,45.0,,SI
,GUTIERREZ MOSCOSO MARIA EUGENIA,46.0,,SI
,MOSQUERA YANEZ ISABEL PIEDAD,47.0,,SI
,JEREZ PILLA BETTY MARICELA,49.0,,SI
,SILVA MALDONADO SOFIA IRENE,50.0,,SI
,BUENDIA HERDOIZA MARIA SOLEDAD,52.0,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54.0,,SI
,MELO GARZON ESTEBAN ANDRES,56.0,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57.0,,SI
,ALVARADO CARRION ROSANA,59.0,,SI
,OCLES PADILLA ALEXANDRA,60.0,,SI
,CAZA TIPANTA HUGO RENE,61.0,,SI
,PADRON SAETEROS GLADYS PAULINA,62.0,,SI
,TORRES LARA JOSE EDUARDO,64.0,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65.0,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66.0,,SI
,PONCE LEON XIMENA MERCEDES,67.0,,SI
,FARFAN APONTE RICHARD WILSON,69.0,,SI
,RIVERO DOGUER ANGEL ARMANDO,71.0,,SI
,REINOSO LESCANO MARIA ELIZABETH,73.0,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76.0,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78.0,,SI
,HURTADO BRAVO WASHINGTON OMAR,79.0,,SI
,MOYA DUQUE HERMAN ANIBAL,85.0,,SI
,GOMEZ IRMA,86.0,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87.0,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94.0,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95.0,,SI
,VALLE PINARGOTE BAIRON LEONARDO,96.0,,SI
,INTRIAGO MACIAS CARMEN ELENA,98.0,,SI
,VELA CHERONI MARIA SOLEDAD,106.0,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107.0,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108.0,,SI
,VELIZ BRIONES JOSE FELIX,109.0,,SI
,VERDUGA CEDEÑO MARY,110.0,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111.0,,SI
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121.0,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122.0,,SI
,VITERI GUALINGA CARLOS ELOY,123.0,,SI
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125.0,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126.0,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127.0,,SI
,BUSTOS CHILIQUINGA ARCADIO,80.0,,NO
,ACACHO GONZALEZ PEPE LUIS,83.0,,NO
,FIERRO OVIEDO PACO,89.0,,NO
,PACHECO ORDOÑEZ BAYRON EDUARDO,99.0,,NO
,GUTIERREZ BORBUA FAUSTO GILMAR,100.0,,NO
,POSSO SALGADO LUIS ANTONIO,113.0,,NO
,TORRES TORRES LUIS FERNANDO,120.0,,NO
,URIBE LOPEZ FANNY ESTHER,129.0,,NO
,BUSTAMANTE PONCE FERNANDO XAVIER,17.0,,ABSTENCION
,AGUILAR TORRES MANUEL RAMIRO,74.0,,ABSTENCION
,YANDUN POZO CASTULO RENE,82.0,,ABSTENCION
,ORELLANA MARQUINEZ MAGALI MARGOT,91.0,,ABSTENCION
,CHICAIZA TOAPANTA WILSON ALFONSO,102.0,,ABSTENCION
,DONOSO CHIRIBOGA PATRICIO,103.0,,ABSTENCION
,MOREIRA MACIAS GRACE HOLANDA,105.0,,ABSTENCION
,MONTAÑO VALENCIA MAE,115.0,,ABSTENCION
,MORETA PANCHEZ MIGUEL ANGEL,116.0,,ABSTENCION
,PAEZ BENALCAZAR ANDRES TARQUINO,117.0,,ABSTENCION
,SALGADO RIVADENEIRA DIEGO,118.0,,ABSTENCION
,CHICA ARTEAGA GUNTARD PAVEL,119.0,,ABSTENCION
,TAPIA LOMBEYDA LUIS FERNANDO,130.0,,ABSTENCION
,CUCALON CAMACHO HENRY EDUARDO,131.0,,ABSTENCION
,REYES HIDALGO CRISTINA EUGENIA,132.0,,ABSTENCION
,TACLE GALARRAGA MOISES FERNANDO,133.0,,ABSTENCION
,ROMERO LOAYZA FRANCO SEGUNDO,134.0,,ABSTENCION
,TERAN SALCEDO RAMON FORTUNATO,135.0,,ABSTENCION
,OÑATE LOMBEIDA WIMPER BOLIVAR,136.0,,ABSTENCION
