34,asambleista,curul,total no,voto
,QUIÑONEZ OCAMPO JULIO CÉSAR,53,,SI
,VERA RODRÍGUEZ CARLOS ALFREDO,65,,SI
,ALMEIDA ALARCÓN KAREM MICHELLE,72,,SI
,AUQUILLA ORTEGA RAÚL VICENTE,73,,SI
,ASTUDILLO LOOR LINA GLORIA,74,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,76,,SI
,AZUERO RODAS ELISEO ALEXIS,77,,SI
,CUCALÓN CAMACHO HENRY EDUARDO,78,,SI
,SERRANO VITERI MERCEDES MARITZA,79,,SI
,CALLEJAS BARONA FERNANDO,80,,SI
,CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,,SI
,CAMPOVERDE ROBLES EMILIO ABSALÓN,82,,SI
,CARRIÓN MORENO CÉSAR ATAULFO,83,,SI
,YANDÚN POZO CÁSTULO RENÉ,86,,SI
,KRONFLE KOZHAYA HENRY FABIÁN,88,,SI
,CASTANIER JARAMILLO XAVIER HOMERO,89,,SI
,CELI SANTOS GUILLERMO ALEJANDRO,90,,SI
,CRUZ VACA JEANNINE DEL CISNE,92,,SI
,CUESTA ORELLANA MARÍA DE LOURDES,93,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96,,SI
,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,,SI
,,98,,SI
,OLLAGUE VALAREZO ZOILA PIEDAD,99,,SI
,FLORES VÁSQUEZ FERNANDO PATRICIO,102,,SI
,VERDEZOTO REINOSO ROSA ISABEL,103,,SI
,SAAVEDRA MARTÍNEZ VIOLETA LEONOR,110,,SI
,TAIANO BASANTE VICENTE GIOVANNY,111,,SI
,NUÑEZ MANSSUR LUIS ANTONIO,112,,SI
,TORRES COBO LUIS ESTEBAN,113,,SI
,ALVAREZ TOBAR RODRIGO CÉSAR,114,,SI
,CUADRO GASTEZZI DEYSI MARIA,115,,SI
,VERA CALDERÓN SILVIA LORENA,116,,SI
,MONTAÑO VALENCIA MAE,117,,SI
,MORENO GUERRERO HENRY FREDY,118,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,,SI
,PACHALA POMA LUIS ALBERTO,120,,SI
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,,SI
,ALMEYDA JALIL VICENTE FERNANDO,127,,SI
,MARÍN LAVAYEN DENNIS GUSTAVO,128,,SI
,ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,,SI
,RODRÍGUEZ PÉREZ SORAYA MARIBEL,130,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134,,SI
,VERA MENDOZA TANLLY JANELA,135,,SI
,VILLAMAR JÁCOME PEDRO FABRICIO,136,,SI
,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,1,,NO
,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,,NO
,BONILLA SALCEDO VIVIANA,10,,NO
,BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,,NO
,CADENA VÉLEZ KARLA GABRIELA,14,,NO
,CALLE VERZOZI HERMUY,15,,NO
,CÁRDENAS ESPINOZA JUAN JORGE,17,,NO
,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,,NO
,CUESTA SANTANA ESTHER ADELINA,26,,NO
,DURÁN AGUILAR LILIANA ELIZABETH,28,,NO
,ALEAGA SANTOS RONNY XAVIER,29,,NO
,ESPINOSA ANDRADE AUGUSTO XAVIER,30,,NO
,GARCÍA MARTÍNEZ INGRID VANESSA,31,,NO
,GARCÍA GAIBOR CARMEN MERCEDES,32,,NO
,GARCÍA POZO DIEGO OSWALDO,33,,NO
,GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,,NO
,HOLGUÍN NARANJO MARCELA PRISCILA,37,,NO
,LLORET VALDIVIESO JUAN CRISTÓBAL,39,,NO
,MUÑOZ LÓPEZ CHRISTIAN PABEL,43,,NO
,NARANJO ALVARADO PRISCILA AMAPOLA,44,,NO
,POMA HERRERA YOFRE MARTÍN,50,,NO
,PROAÑO CIFUENTES ROBERTH MAURICIO,51,,NO
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,,NO
,RIVADENEIRA BUSTOS CARMEN MERCEDES,55,,NO
,SALGADO ANDRADE SILVIA BETZABETH,57,,NO
,SAMANIEGO MAIGUA FRANKLIN OMAR,58,,NO
,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,,NO
,ALEMÁN MARMOL MÓNICA ROCÍO,60,,NO
,SOLIZ CARRIÓN DORIS JOSEFINA,61,,NO
,VALLE PINARGOTE BAIRON LEONARDO,62,,NO
,VILLALVA MIRANDA LIRA DE LA PAZ,66,,NO
,GUAMBA DÍAZ NANCY JEANNETH,69,,NO
,LOOR ALCÍVAR LEXI LIDUVINA,70,,NO
,ZAMBRANO VALLE EDUARDO MAURICIO,94,,NO
,ARTEAGA MUÑOZ KARINA CECILIA,7,,ABSTENCION
,CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,,ABSTENCION
,TERÁN SARZOSA SEGUNDO FAUSTO,19,,ABSTENCION
,GREFA AVILEZ FLAVIO PATRICIO,21,,ABSTENCION
,COROZO AYOVÍ JORGE WILBER,24,,ABSTENCION
,OCHOA MORANTE MANUEL ALFREDO,45,,ABSTENCION
,BUSTAMANTE GARCÍA JUAN FRANCISCO,47,,ABSTENCION
,ORTEGA ALVAREZ CARLOS UREL,48,,ABSTENCION
,PLAZA CASTILLO LENIN,49,,ABSTENCION
,VELIN CORTÉS JUAN PABLO,63,,ABSTENCION
,YAR ARAUJO JUAN CARLOS,68,,ABSTENCION
,ANDRADE MUÑOZ WILMA PIEDAD,71,,ABSTENCION
,BURBANO MONTENEGRO FÉLIX FERNANDO,75,,ABSTENCION
,ZAMBRANO CHACHA ALBERTO ALEXANDER,84,,ABSTENCION
,GENDE CALAZACÓN ANGEL MESÍAS,104,,ABSTENCION
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,,ABSTENCION
,OLIVO PALLO JAIME FERNANDO,109,,ABSTENCION
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123,,ABSTENCION
,PUANCHIR PAYASHÑA TITO PEDRO,124,,ABSTENCION
,ALARCÓN GUILLÍN FREDY OSCAR,125,,ABSTENCION
,SOLORZANO SARRIA CESAR FAUSTO,126,,ABSTENCION
