33,asambleista,curul,total ausente,voto
,FARES GUAILLAS MARIA SEBASTIANA,69,,SI
,MEDINA MERA VICTOR CLEMENTE,72,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76,,SI
,GARCIA PLUAS BEATRIZ CANDELARIA,77,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78,,SI
,MATIAS APOLINARIO RITA AZUCENA,81,,SI
,ACACHO GONZALEZ PEPE LUIS,83,,SI
,VACA COJITAMBO ELENA ANA DEL ROCIO,84,,SI
,MOYA DUQUE HERMAN ANIBAL,85,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87,,SI
,DIAZ COKA MARIA GABRIELA,88,,SI
,GUALAN JAPA MILTON RODRIGO,90,,SI
,ORELLANA MARQUINEZ MAGALI MARGOT,91,,SI
,UMAJINGA GUAMAN CESAR,92,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,VALLE PINARGOTE BAIRON LEONARDO,96,,SI
,VELA CAIZAPANTA ANGEL RAMIRO,98,,SI
,PACHECO ORDOÑEZ BAYRON EDUARDO,99,,SI
,GUTIERREZ BORBUA FAUSTO GILMAR,100,,SI
,AUQUILLA ORTEGA RAUL VICENTE,101,,SI
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,SI
,DONOSO CHIRIBOGA PATRICIO,103,,SI
,SOLORZANO MANUEL ANTONIO,106,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108,,SI
,VERDUGA CEDEÑO MARY,110,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,SI
,VILEMA FREIRE ANGEL RAMIRO,112,,SI
,SOLORZANO SARRIA CESAR FAUSTO,114,,SI
,MONTAÑO VALENCIA MAE,115,,SI
,MORETA PANCHEZ MIGUEL ANGEL,116,,SI
,PAEZ BENALCAZAR ANDRES TARQUINO,117,,SI
,SALGADO RIVADENEIRA DIEGO,118,,SI
,LOPEZ COBO MARIA JOSE,120,,SI
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,ZAMBRANO ARTEAGA JOSE RICARDO,124,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,SERRANO SEGURA GRACE MARISOL,128,,SI
,URIBE LOPEZ FANNY ESTHER,129,,SI
,TAPIA LOMBEYDA LUIS FERNANDO,130,,SI
,CUCALON CAMACHO HENRY EDUARDO,131,,SI
,REYES HIDALGO CRISTINA EUGENIA,132,,SI
,TACLE GALARRAGA MOISES FERNANDO,133,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,134,,SI
,TERAN SALCEDO RAMON FORTUNATO,135,,SI
,OÑATE LOMBEIDA WIMPER BOLIVAR,136,,SI
