34,asambleista,curul,total ausente,voto
,ZAMBRANO ARTEAGA JOSE RICARDO,124,,SI
,VILLON POZO LUIS MARIANO,126,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,URIBE LOPEZ FANNY ESTHER,129,,SI
,AGUILAR TORRES MANUEL RAMIRO,74,,NO
,BUSTOS CHILIQUINGA ARCADIO,80,,NO
,FIERRO OVIEDO PACO,89,,NO
,GUTIERREZ BORBUA FAUSTO GILMAR,100,,NO
,AUQUILLA ORTEGA RAUL VICENTE,101,,NO
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,NO
,DONOSO CHIRIBOGA PATRICIO,103,,NO
,MONCAYO CEVALLOS JOSE RICARDO,104,,NO
,AGUINDA TAPUY DIANA YOLANDA,114,,NO
,MONTAÑO VALENCIA MAE,115,,NO
,MORETA PANCHEZ MIGUEL ANGEL,116,,NO
,SALGADO RIVADENEIRA DIEGO,118,,NO
,CHICA PAVEL,119,,NO
,YANDUN POZO CASTULO RENE,82,,ABSTENCION
,ACACHO GONZALEZ PEPE LUIS,83,,ABSTENCION
,ORELLANA MARQUINEZ MAGALI MARGOT,91,,ABSTENCION
,TIBAN GUALA LOURDES LICENIA,93,,ABSTENCION
,TORRES TORRES LUIS FERNANDO,120,,ABSTENCION
,TAPIA LOMBEYDA LUIS FERNANDO,130,,ABSTENCION
,TACLE GALARRAGA MOISES FERNANDO,133,,ABSTENCION
,TERAN SALCEDO RAMON FORTUNATO,135,,ABSTENCION
,MARTILLO GUERRERO PEDRO ANDRES,137,,ABSTENCION
