35,asambleista,curul,total ausente,voto
,LLORET VALDIVIESO JUAN CRISTÓBAL,39,,SI
,MELO GARZÓN ESTEBAN ANDRÉS,41,,SI
,MUÑOZ LÓPEZ CHRISTIAN PABEL,43,,SI
,NARANJO ALVARADO PRISCILA AMAPOLA,44,,SI
,POMA HERRERA YOFRE MARTÍN,50,,SI
,MOLINA ONOFA LUIS FERNANDO,60,,SI
,SOLIZ CARRIÓN DORIS JOSEFINA,61,,SI
,VALLE PINARGOTE BAIRON LEONARDO,62,,SI
,VELIN CORTÉS JUAN PABLO,63,,SI
,VERA FLORES WENDY VANESSA,64,,SI
,VILLALVA MIRANDA LIRA DE LA PAZ,66,,SI
,VITERI GUALINGA CARLOS ELOY,67,,SI
,ANDRADE MUÑOZ WILMA PIEDAD,71,,SI
,ASÁN WONSANG JOSÉ FRANCISCO,72,,SI
,BERNAL BERNAL ESTEBAN REMIGIO,74,,SI
,BURBANO MONTENEGRO FÉLIX FERNANDO,75,,SI
,AZUERO RODAS ELISEO ALEXIS,77,,SI
,ORDOÑEZ ZAMBRANO SANDRA DEL ROCÍO,78,,SI
,FALQUEZ BATALLAS PEDRO CARLOS,79,,SI
,CALLEJAS BARONA FERNANDO,80,,SI
,VACA QUIÑONEZ SONIA MARÍA,81,,SI
,CAMPOVERDE ROBLES EMILIO ABSALÓN,82,,SI
,CARRIÓN MORENO CÉSAR ATAULFO,83,,SI
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,,SI
,YANDÚN POZO CÁSTULO RENÉ,86,,SI
,HENRÍQUEZ JAIME PATRICIA IVONNE,87,,SI
,CASTANIER JARAMILLO XAVIER HOMERO,89,,SI
,CELI SANTOS GUILLERMO ALEJANDRO,90,,SI
,YUNGA NAULA SEGUNDO JULIÁN,91,,SI
,CUESTA ORELLANA MARÍA DE LOURDES,93,,SI
,ZAMBRANO VALLE EDUARDO MAURICIO,94,,SI
,CADENA HUERTAS FRANCISCO JAVIER,95,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96,,SI
,MONTAÑO GUISAMANO MAYRA MIGDONIA,97,,SI
,,98,,SI
,REYES HIDALGO CRISTINA EUGENIA,99,,SI
,DONOSO CHIRIBOGA PATRICIO,101,,SI
,FLORES VÁSQUEZ FERNANDO PATRICIO,102,,SI
,GALARZA AÑAZCO ANA MERCEDES,103,,SI
,GENDE CALAZACÓN ANGEL MESÍAS,104,,SI
,CANDELL SOTO JAIME ENRIQUE JIMMY,107,,SI
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,,SI
,OLIVO PALLO JAIME FERNANDO,109,,SI
,ROHON HERVAS CÉSAR EDUARDO,110,,SI
,NUÑEZ MANSSUR LUIS ANTONIO,112,,SI
,TORRES TORRES LUIS FERNANDO,113,,SI
,LARREÁTEGUI FABARA MARÍA GABRIELA,114,,SI
,MONTAÑO VALENCIA MAE,117,,SI
,MORENO GUERRERO HENRY FREDY,118,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,,SI
,PACHALA POMA LUIS ALBERTO,120,,SI
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,,SI
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123,,SI
,PUANCHIR PAYASHÑA TITO PEDRO,124,,SI
,ALARCÓN GUILLÍN FREDY OSCAR,125,,SI
,SOLORZANO SARRIA CESAR FAUSTO,126,,SI
,MARÍN LAVAYEN DENNIS GUSTAVO,128,,SI
,ZAMBRANO ORTIZ MARÍA ROBERTA,129,,SI
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130,,SI
,PAREDES TORRES WASHINGTON ARTURO,131,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134,,SI
,VERA MENDOZA TANLLY JANELA,135,,SI
,VILLAMAR JÁCOME PEDRO FABRICIO,136,,SI
,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,,SI
,GREFA AVILEZ FLAVIO PATRICIO,21,,BLANCO
,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,,ABSTENCION
,ARIAS RAMÍREZ ALBERTO JESÚS,5,,ABSTENCION
,SALINAS OCHOA CAMILO AURELIO,6,,ABSTENCION
,ARTEAGA MUÑOZ KARINA CECILIA,7,,ABSTENCION
,CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,,ABSTENCION
,CAMBALA MONTECE CARLOS ALBERTO,16,,ABSTENCION
,CARRIÓN CEVALLOS MARÍA JOSÉ,18,,ABSTENCION
,TENORIO VALENCIA CALLETANO,20,,ABSTENCION
,TORRES TORRES EURO IGNACIO,23,,ABSTENCION
,COROZO AYOVÍ JORGE WILBER,24,,ABSTENCION
,CUESTA RÍOS LIUBA ELISA,25,,ABSTENCION
,DOUMET CHEDRAUI MICHEL ANDRÉS,27,,ABSTENCION
,GARZÓN RICAURTE WILLIAM ANTONIO,34,,ABSTENCION
,FUENTES NARANJO PAULINA DEL CARMEN,35,,ABSTENCION
,LITARDO CAICEDO CÉSAR ERNESTO,38,,ABSTENCION
,MENDOZA ARÉVALO DANIEL ISAAC,42,,ABSTENCION
,ORDOÑEZ JARAMILLO DIANA MARINA,45,,ABSTENCION
,ORELLANA ROMÁN ROSA GINA,46,,ABSTENCION
,PEÑA PACHECO XIMENA DEL ROCÍO,48,,ABSTENCION
,PLAZA CASTILLO LENIN,49,,ABSTENCION
,QUIJIJE DELGADO LUIS RAFAEL,52,,ABSTENCION
,SALGADO ANDRADE SILVIA BETZABETH,57,,ABSTENCION
,VERA RODRÍGUEZ CARLOS ALFREDO,65,,ABSTENCION
,ZAMBRANO CASTRO NORALMA ELIZABETH,76,,ABSTENCION
