101,asambleista,curul,total si,voto
,SALGADO RIVADENEIRA DIEGO,118,,NO
,MEDINA TAMBACO EMILY JESUS,119,,NO
,TORRES TORRES LUIS FERNANDO,120,,NO
,MERA RODRIGUEZ MARIA PAULINA,130,,NO
,CUCALON CAMACHO HENRY EDUARDO,131,,NO
,TACLE GALARRAGA MOISES FERNANDO,133,,NO
,ROMERO LOAYZA FRANCO SEGUNDO,134,,NO
,TERAN SALCEDO RAMON FORTUNATO,135,,NO
,VITERI JIMENEZ CYNTHIA,136,,NO
,POSSO SALGADO LUIS ANTONIO,113,,ABSTENCION
