104,asambleista,curul,total si,voto
,ARIAS RAMÍREZ ALBERTO JESÚS,5,,SI
,ARREGUI RUEDA MARCIA CECILIA,6,,SI
,ARTEAGA MUÑOZ KARINA CECILIA,7,,SI
,BONILLA SALCEDO VIVIANA,10,,SI
,BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,,SI
,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,,SI
,CALLE VERZOZI HERMUY,15,,SI
,CAMBALA MONTECE CARLOS ALBERTO,16,,SI
,CÁRDENAS ESPINOZA JUAN JORGE,17,,SI
,CARRIÓN CEVALLOS MARÍA JOSÉ,18,,SI
,TENORIO VALENCIA CALLETANO,20,,SI
,GREFA AVILEZ FLAVIO PATRICIO,21,,SI
,CHALÁ CRUZ JOSÉ FRANKLIN,22,,SI
,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,,SI
,COROZO AYOVÍ JORGE WILBER,24,,SI
,CUESTA SANTANA ESTHER ADELINA,26,,SI
,DURÁN AGUILAR LILIANA ELIZABETH,28,,SI
,ESPINOSA ANDRADE AUGUSTO XAVIER,30,,SI
,FLOR GIL BRENDA AZUCENA,31,,SI
,GARCÍA GAIBOR CARMEN MERCEDES,32,,SI
,GARCÍA POZO DIEGO OSWALDO,33,,SI
,GARZÓN RICAURTE WILLIAM ANTONIO,34,,SI
,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,,SI
,GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,,SI
,HOLGUÍN NARANJO MARCELA PRISCILA,37,,SI
,LITARDO CAICEDO CÉSAR ERNESTO,38,,SI
,LLORET VALDIVIESO JUAN CRISTÓBAL,39,,SI
,MELO GARZÓN ESTEBAN ANDRÉS,41,,SI
,MUÑOZ LÓPEZ CHRISTIAN PABEL,43,,SI
,OCHOA MORANTE MANUEL ALFREDO,45,,SI
,BUSTAMANTE GARCÍA JUAN FRANCISCO,47,,SI
,PEÑA PACHECO XIMENA DEL ROCÍO,48,,SI
,PLAZA CASTILLO LENIN,49,,SI
,POMA HERRERA YOFRE MARTÍN,50,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,51,,SI
,QUIJIJE DELGADO LUIS RAFAEL,52,,SI
,QUIÑONEZ OCAMPO JULIO CÉSAR,53,,SI
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,,SI
,RIVADENEIRA BUSTOS CARMEN MERCEDES,55,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,56,,SI
,SALGADO ANDRADE SILVIA BETZABETH,57,,SI
,MOLINA ONOFA LUIS FERNANDO,60,,SI
,VALLE PINARGOTE BAIRON LEONARDO,62,,SI
,VELIN CORTÉS JUAN PABLO,63,,SI
,VERA FLORES WENDY VANESSA,64,,SI
,VERA RODRÍGUEZ CARLOS ALFREDO,65,,SI
,VILLALVA MIRANDA LIRA DE LA PAZ,66,,SI
,VITERI GUALINGA CARLOS ELOY,67,,SI
,GUAMBA DÍAZ NANCY JEANNETH,69,,SI
,LOOR ALCÍVAR LEXI LIDUVINA,70,,SI
,ANDRADE MUÑOZ WILMA PIEDAD,71,,SI
,ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,,SI
,ASTUDILLO LOOR LINA GLORIA,74,,SI
,BURBANO MONTENEGRO FÉLIX FERNANDO,75,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,76,,SI
,CUCALÓN CAMACHO HENRY EDUARDO,78,,SI
,SERRANO VITERI MERCEDES MARITZA,79,,SI
,CALLEJAS BARONA FERNANDO,80,,SI
,CAMPOVERDE ROBLES EMILIO ABSALÓN,82,,SI
,CARRIÓN MORENO CÉSAR ATAULFO,83,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,84,,SI
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,,SI
,YANDÚN POZO CÁSTULO RENÉ,86,,SI
,HENRÍQUEZ JAIME PATRICIA IVONNE,87,,SI
,CELI SANTOS GUILLERMO ALEJANDRO,90,,SI
,CRUZ PROAÑO LUDOVICO ISRAEL,91,,SI
,ZAMBRANO VALLE EDUARDO MAURICIO,94,,SI
,CADENA HUERTAS FRANCISCO JAVIER,95,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96,,SI
,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,,SI
,,98,,SI
,REYES HIDALGO CRISTINA EUGENIA,99,,SI
,DONOSO CHIRIBOGA PATRICIO,101,,SI
,SALAS SALAS MARÍA CECILIA,102,,SI
,GENDE CALAZACÓN ANGEL MESÍAS,104,,SI
,ZAMBRANO VERA MARIANO,106,,SI
,CANDELL SOTO JAIME ENRIQUE JIMMY,107,,SI
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,,SI
,OLIVO PALLO JAIME FERNANDO,109,,SI
,ROHON HERVAS CÉSAR EDUARDO,110,,SI
,TACLE GARCÍA SAMIA,111,,SI
,TERÁN SALCEDO RAMÓN FORTUNATO,112,,SI
,TORRES COBO LUIS ESTEBAN,113,,SI
,LARREÁTEGUI FABARA MARÍA GABRIELA,114,,SI
,SALTOS MOREIRA DIANA GABRIELA,115,,SI
,VERA CALDERÓN SILVIA LORENA,116,,SI
,MONTAÑO VALENCIA MAE,117,,SI
,MORENO GUERRERO HENRY FREDY,118,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,,SI
,PACHALA POMA LUIS ALBERTO,120,,SI
,CUESTA CONCARI MARÍA MERCEDES,122,,SI
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123,,SI
,PUANCHIR PAYASHÑA TITO PEDRO,124,,SI
,ALARCÓN GUILLÍN FREDY OSCAR,125,,SI
,SOLORZANO SARRIA CESAR FAUSTO,126,,SI
,ALMEYDA JALIL VICENTE FERNANDO,127,,SI
,ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,,SI
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130,,SI
,PAREDES TORRES WASHINGTON ARTURO,131,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134,,SI
,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,19,,ABSTENCION
,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,,ABSTENCION
