102,asambleista,curul,total si,voto
,CAYAMBE TIPAN FAUSTO HERIBERTO,24,,SI
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,,SI
,CHICA AREVALO VINICIO VETHOWEN,27,,SI
,CORDOVA ENCALADA EDGAR EDUARDO,28,,SI
,MACIAS GARCIA PEDRO ROBERTO GEOVANNY,29,,SI
,DE LA CRUZ BERNARDO HERMAN ULISES,30,,SI
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,,SI
,PIÑAN CAJAS MARIA ALEGRIA,32,,SI
,PALACIOS CESAR,33,,SI
,FALCONI LOQUI EVELYN PAMELA,34,,SI
,GAGLIARDO LOOR GASTON,35,,SI
,GALVAN GRACIA MARIA ESPERANZA,36,,SI
,GARZON RECAURTE WILLIAM ANTONIO,38,,SI
,GODOY ANDRADE GINA JAKELINE,39,,SI
,GUAMAN CASTRO ALEX FRANCISCO,41,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42,,SI
,GUDIÑO MENA ZOBEIDA GUISELA,43,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44,,SI
,GUZMAN OCHOA LILIANA MAURA,45,,SI
,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,,SI
,ALMAN COROZO MARIA DEL CARMEN,48,,SI
,JEREZ PILLA BETTY MARICELA,49,,SI
,SILVA MALDONADO SOFIA IRENE,50,,SI
,ORTIZ GASPAR ESTHER FLAVIA,51,,SI
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,52,,SI
,LARRIVA ALVARADO OSCAR OSWALDO,53,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55,,SI
,MELO GARZON ESTEBAN ANDRES,56,,SI
,MOROCHO VELAÑA NANCY BEATRIZ,57,,SI
,MUÑOZ AVENDAÑO ROSA ELVIRA,58,,SI
,OCLES PADILLA ALEXANDRA,60,,SI
,CAZA TIPANTA HUGO RENE,61,,SI
,PADRON SAETEROS GLADYS PAULINA,62,,SI
,PATIÑO AROCA RAUL LEONARDO,63,,SI
,PEÑA CARRASCO DIANA LUCIA,64,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65,,SI
,QUINCHIGUANGO GISELA,66,,SI
,PONCE LEON XIMENA MERCEDES,67,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,68,,SI
,FARFAN APONTE RICHARD WILSON,69,,SI
,RIVERA LOPEZ JOSE GABRIEL,70,,SI
,RIVERO DOGUER ANGEL ARMANDO,71,,SI
,ROBLES ANDRADE DENISSE PRISCILA,72,,SI
,SANCHEZ MIÑO ALEXIS REYNALDO,73,,SI
,AGUILAR TORRES MANUEL RAMIRO,74,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76,,SI
,SAENZ DE VITERI LAUTARO ENRIQUE,77,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78,,SI
,HURTADO BRAVO WASHINGTON OMAR,79,,SI
,CANALES PROAÑO ELVIRA MARCHIE,81,,SI
,YANDUN POZO CASTULO RENE,82,,SI
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,,SI
,ALEMAN MARMOL MONICA ROCIO,86,,SI
,LEDESMA ZAMORA DARWIN GERMAN,88,,SI
,YANZA MANUEL,91,,SI
,UMAGINGA GUAMAN CESAR,92,,SI
,CAJAS ARCOS PAOLA DE LOS ANGELES,94,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,MEJIA PLUAS NILDA CECIBEL,96,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97,,SI
,VELA CAIZAPANTA ANGEL RAMIRO,98,,SI
,LOYOLA VASQUEZ RUTH ELIZABETH,99,,SI
,VELA CHERONI MARIA SOLEDAD,106,,SI
,HERMOSA ACOSTA MONICA ANABEL,107,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108,,SI
,VERDUGA CEDEÑO MARY,110,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,SI
,VILEMA FREIRE ANGEL RAMIRO,112,,SI
,POSSO SALGADO LUIS ANTONIO,113,,SI
,ALEJANDRO MEDINA CRISTINA SORAYA,121,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,ZAMBRANO ARTEAGA JOSE RICARDO,124,,SI
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,ZAPATA MANTILLA JOSE LEONIDAS,128,,SI
,URIBE LOPEZ FANNY ESTHER,129,,SI
,CUCALON CAMACHO HENRY EDUARDO,131,,SI
,REYES HIDALGO CRISTINA EUGENIA,132,,SI
,VITERI JIMENEZ CYNTHIA,136,,SI
,ACACHO GONZALEZ PEPE LUIS,83,,ABSTENCION
,FIERRO OVIEDO PACO,89,,ABSTENCION
,TIBAN GUALA LOURDES LICENIA,93,,ABSTENCION
,GUTIERREZ BORBUA FAUSTO GILMAR,100,,ABSTENCION
,AUQUILLA ORTEGA RAUL VICENTE,101,,ABSTENCION
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,ABSTENCION
,DONOSO CHIRIBOGA PATRICIO,103,,ABSTENCION
,MONCAYO CEVALLOS JOSE RICARDO,104,,ABSTENCION
,SOLORZANO SARRIA CESAR FAUSTO,114,,ABSTENCION
,MONTAÑO VALENCIA MAE,115,,ABSTENCION
,MORETA PANCHEZ MIGUEL ANGEL,116,,ABSTENCION
,PAEZ BENALCAZAR ANDRES TARQUINO,117,,ABSTENCION
,SALGADO RIVADENEIRA DIEGO,118,,ABSTENCION
,CHICA PAVEL,119,,ABSTENCION
,TORRES TORRES LUIS FERNANDO,120,,ABSTENCION
,TAPIA LOMBEYDA LUIS FERNANDO,130,,ABSTENCION
,TACLE GALARRAGA MOISES FERNANDO,133,,ABSTENCION
,ROMERO LOAYZA FRANCO SEGUNDO,134,,ABSTENCION
,TERAN SALCEDO JONNY ENRIQUE,135,,ABSTENCION
