35,asambleista,curul,total no,voto
,CASTANIER JARAMILLO XAVIER HOMERO,89.0,,SI
,CRUZ VACA JEANNINE DEL CISNE,92.0,,SI
,CUESTA ORELLANA MARÍA DE LOURDES,93.0,,SI
,ZAMBRANO VALLE EDUARDO MAURICIO,94.0,,SI
,CURICHUMBI YUPANQUI PEDRO,100.0,,SI
,FLORES VÁSQUEZ FERNANDO PATRICIO,102.0,,SI
,GALARZA AÑAZCO ANA MERCEDES,103.0,,SI
,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105.0,,SI
,MINCHALA MURILLO RÓMULO MARCELO,116.0,,SI
,MONTAÑO VALENCIA MAE,117.0,,SI
,MORENO GUERRERO HENRY FREDY,118.0,,SI
,ARREGUI SÁNCHEZ NORMA OFELIA,120.0,,SI
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121.0,,SI
,CUESTA CONCARI MARÍA MERCEDES,122.0,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132.0,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133.0,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134.0,,SI
,VERA MENDOZA TANLLY JANELA,135.0,,SI
,VILLAMAR JÁCOME PEDRO FABRICIO,136.0,,SI
,PADILLA SIERRA MAGGIE DOLORES,137.0,,SI
,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2.0,,NO
,ARIAS RAMÍREZ ALBERTO JESÚS,5.0,,NO
,ARREGUI RUEDA MARCIA CECILIA,6.0,,NO
,ARTEAGA MUÑOZ KARINA CECILIA,7.0,,NO
,BENAVIDES ZAMBRANO ZOILA TERESA,8.0,,NO
,MORENO INTRIAGO MARIA LUISA,9.0,,NO
,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12.0,,NO
,CABEZAS GUERRERO ELIZABETH ENRIQUETA,13.0,,NO
,CAMBALA MONTECE CARLOS ALBERTO,16.0,,NO
,CARRIÓN CEVALLOS MARÍA JOSÉ,18.0,,NO
,VALLEJO JARAMILLO NORMA MARLENE,19.0,,NO
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20.0,,NO
,CERDA MIRANDA GABRIELA PAMELA,21.0,,NO
,COROZO AYOVÍ JORGE WILBER,24.0,,NO
,CUESTA RÍOS LIUBA ELISA,25.0,,NO
,DOUMET CHEDRAUI MICHEL ANDRÉS,27.0,,NO
,FLOR GIL BRENDA AZUCENA,31.0,,NO
,GARZÓN RICAURTE WILLIAM ANTONIO,34.0,,NO
,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35.0,,NO
,LITARDO CAICEDO CÉSAR ERNESTO,38.0,,NO
,MARÍN AGUIRRE ANA BELÉN,40.0,,NO
,COLAMARCO VERA PINUCCIA MAGALY,42.0,,NO
,OCHOA MORANTE MANUEL ALFREDO,45.0,,NO
,ORELLANA ROMÁN ROSA GINA,46.0,,NO
,PALACIOS VELÁSQUEZ SONIA LUCRECIA,47.0,,NO
,PEÑA PACHECO XIMENA DEL ROCÍO,48.0,,NO
,PLAZA CASTILLO LENIN,49.0,,NO
,POMA HERRERA YOFRE MARTÍN,50.0,,NO
,QUIJIJE DELGADO LUIS RAFAEL,52.0,,NO
,QUIÑONEZ OCAMPO JULIO CÉSAR,53.0,,NO
,SALAZAR CEDEÑO GUADALUPE DOLORES,56.0,,NO
,SALGADO ANDRADE SILVIA BETZABETH,57.0,,NO
,VELIN CORTÉS JUAN PABLO,63.0,,NO
,ZAMBRANO CASTRO NORALMA ELIZABETH,76.0,,NO
,MACÍAS ORTEGA WENDY ELENA MARISOL,106.0,,NO
,SÁNCHEZ REYES MONTGOMERY,59.0,,ABSTENCION
,ANDRADE MUÑOZ WILMA PIEDAD,71.0,,ABSTENCION
,ASÁN WONSANG JOSÉ FRANCISCO,72.0,,ABSTENCION
,AUQUILLA ORTEGA RAÚL VICENTE,73.0,,ABSTENCION
,BURBANO MONTENEGRO FÉLIX FERNANDO,75.0,,ABSTENCION
,AZUERO RODAS ELISEO ALEXIS,77.0,,ABSTENCION
,CUCALÓN CAMACHO HENRY EDUARDO,78.0,,ABSTENCION
,FALQUEZ BATALLAS PEDRO CARLOS,79.0,,ABSTENCION
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85.0,,ABSTENCION
,YANDÚN POZO CÁSTULO RENÉ,86.0,,ABSTENCION
,JARAMILLO ZURITA PAOLA MICHAEL,88.0,,ABSTENCION
,CELI SANTOS GUILLERMO ALEJANDRO,90.0,,ABSTENCION
,CRUZ PROAÑO LUDOVICO ISRAEL,91.0,,ABSTENCION
,PEÑA ONTANEDA ELIO GERMÁN,96.0,,ABSTENCION
,MONTAÑO GUISAMANO MAYRA MIGDONIA,97.0,,ABSTENCION
,"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",98.0,,ABSTENCION
,REYES HIDALGO CRISTINA EUGENIA,99.0,,ABSTENCION
,CAMPOS QUIÑONEZ LIDDA MERARI,107.0,,ABSTENCION
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108.0,,ABSTENCION
,OLIVO PALLO JAIME FERNANDO,109.0,,ABSTENCION
,ROHON HERVAS CÉSAR EDUARDO,110.0,,ABSTENCION
,TACLE GARCÍA SAMIA,111.0,,ABSTENCION
,TORRES TORRES LUIS FERNANDO,113.0,,ABSTENCION
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119.0,,ABSTENCION
,ALARCÓN GUILLÍN FREDY OSCAR,125.0,,ABSTENCION
,CALDERÓN JARAMILLO ALDRIN YUBER,127.0,,ABSTENCION
,VINTIMILLA MOSCOSO PAOLA,128.0,,ABSTENCION
,ZAMBRANO ORTIZ MARÍA ROBERTA,129.0,,ABSTENCION
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130.0,,ABSTENCION
