67,asambleista,curul,total ausente,voto
,SALGADO ANDRADE SILVIA BETZABETH,57,,SI
,SAMANIEGO MAIGUA FRANKLIN OMAR,58,,SI
,YAGUANA ECHEVERRÍA ANDREA ALEXANDRA,59,,SI
,VALLE PINARGOTE BAIRON LEONARDO,62,,SI
,GUAMBA DÍAZ NANCY JEANNETH,69,,SI
,LOOR ALCÍVAR LEXI LIDUVINA,70,,SI
,ZAMBRANO ALCÍVAR MAGDA XIOMARA,72,,SI
,AUQUILLA ORTEGA RAÚL VICENTE,73,,SI
,ASTUDILLO LOOR LINA GLORIA,74,,SI
,CUCALÓN CAMACHO HENRY EDUARDO,78,,SI
,CALLEJAS BARONA FERNANDO,80,,SI
,CAMPOVERDE ROBLES EMILIO ABSALÓN,82,,SI
,CARRIÓN MORENO CÉSAR ATAULFO,83,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,84,,SI
,HENRÍQUEZ JAIME PATRICIA IVONNE,87,,SI
,OLLAGUE VALAREZO ZOILA PIEDAD,88,,SI
,LÓPEZ GÓMEZ DE LA TORRE MARÍA CRISTINA,90,,SI
,CUESTA ORELLANA MARÍA DE LOURDES,93,,SI
,ZAMBRANO VALLE EDUARDO MAURICIO,94,,SI
,CADENA HUERTAS FRANCISCO JAVIER,95,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96,,SI
,DONOSO CHIRIBOGA PATRICIO,101,,SI
,CANDELL SOTO JAIME ENRIQUE JIMMY,107,,SI
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,,SI
,TERÁN SALCEDO RAMÓN FORTUNATO,112,,SI
,TORRES COBO LUIS ESTEBAN,113,,SI
,VERA CALDERÓN SILVIA LORENA,116,,SI
,MONTAÑO VALENCIA MAE,117,,SI
,MORENO GUERRERO HENRY FREDY,118,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,,SI
,PACHALA POMA LUIS ALBERTO,120,,SI
,PUANCHIR PAYASHÑA TITO PEDRO,124,,SI
,BOHÓRQUEZ PANTOJA VALERIA DEL CARMEN,126,,SI
,MARÍN LAVAYEN DENNIS GUSTAVO,128,,SI
,ESTUPIÑÁN ORTIZ BORIS EFRÉN,129,,SI
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134,,SI
,VERA MENDOZA TANLLY JANELA,135,,SI
,PADILLA SIERRA MAGGIE DOLORES,137,,SI
,TERÁN SARZOSA SEGUNDO FAUSTO,19,,ABSTENCION
,ORDOÑEZ JARAMILLO DIANA MARINA,45,,ABSTENCION
,ORELLANA ROMÁN ROSA GINA,46,,ABSTENCION
,PEÑA PACHECO XIMENA DEL ROCÍO,48,,ABSTENCION
,PLAZA CASTILLO LENIN,49,,ABSTENCION
,QUIJIJE DELGADO LUIS RAFAEL,52,,ABSTENCION
,YAR ARAUJO JUAN CARLOS,68,,ABSTENCION
,ZAMBRANO CASTRO NORALMA ELIZABETH,76,,ABSTENCION
