104,asambleista,curul,total si,voto
,BENAVIDES ZAMBRANO ZOILA TERESA,13.0,,SI
,MORENO INTRIAGO MARIA LUISA,14.0,,SI
,BARRIGA ROCIO,15.0,,SI
,PAREDES BENAVIDES LIDIA VICTORIA,17.0,,SI
,CALLE ANDRADE MARIA AUGUSTA,19.0,,SI
,CARRILLO BETTY,20.0,,SI
,CARRION MARIA JOSE,21.0,,SI
,CONSTANTE NIETO MARIANA DE LAS MERCEDES,24.0,,SI
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25.0,,SI
,DELGADO GUTIERREZ ALEXANDRA ISABEL,27.0,,SI
,DAVILA RAMIREZ BELGICA ELIZABETH,28.0,,SI
,CUESTA RIOS LIUBA ELISA,29.0,,SI
,DE LA CRUZ BERNARDO HERMAN ULISES,30.0,,SI
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31.0,,SI
,PIÑAN CAJAS MARIA ALEGRIA,32.0,,SI
,FAJARDO MOSQUERA LETTY VANESSA,33.0,,SI
,FALCONI LOQUI EVELYN PAMELA,34.0,,SI
,DE LA TORRE RAMIREZ PABLO ANTONIO,36.0,,SI
,LARREA VITERI LIDICE VANESSA,37.0,,SI
,CALAZACON AGUAVIL MARIA ALBERTINA,38.0,,SI
,GODOY ANDRADE GINA JAKELINE,39.0,,SI
,GONZALEZ SERRANO MIRYAM CATARINA,40.0,,SI
,GUAMAN CASTRO ALEX FRANCISCO,41.0,,SI
,GUDIÑO MENA ZOBEIDA GUISELA,43.0,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44.0,,SI
,GUZMAN OCHOA LILIANA MAURA,45.0,,SI
,GUTIERREZ MOSCOSO MARIA EUGENIA,46.0,,SI
,MOSQUERA YANEZ ISABEL PIEDAD,47.0,,SI
,ISSA WAGNER NICOLAS JOSE,48.0,,SI
,JEREZ PILLA BETTY MARICELA,49.0,,SI
,JUEZ JUEZ OMAR JUSEPH,50.0,,SI
,ORTIZ GASPAR ESTHER FLAVIA,51.0,,SI
,BUENDIA HERDOIZA MARIA SOLEDAD,52.0,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54.0,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55.0,,SI
,MORENO CHIRIBOGA AMPARO DIANA,56.0,,SI
,ALMEIDA MANOSALVAS MARIA DEL PILAR,57.0,,SI
,MUÑOZ AVENDAÑO ROSA ELVIRA,58.0,,SI
,ALVARADO CARRION ROSANA,59.0,,SI
,OCLES PADILLA ALEXANDRA,60.0,,SI
,CAZA TIPANTA HUGO RENE,61.0,,SI
,PADRON SAETEROS GLADYS PAULINA,62.0,,SI
,BRITO MENDOZA MONICA CRISTINA,63.0,,SI
,PEÑA CARRASCO DIANA LUCIA,64.0,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65.0,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66.0,,SI
,CAMPOVERDE CALVA SEGUNDO MODESTO,67.0,,SI
,PILLAJO TUQUERES JENNY ELIZABETH,68.0,,SI
,FARES GUAILLAS MARIA SEBASTIANA,69.0,,SI
,RIVERA LOPEZ JOSE GABRIEL,70.0,,SI
,RIVERO DOGUER ANGEL ARMANDO,71.0,,SI
,REINOSO LESCANO MARIA ELIZABETH,73.0,,SI
,ARIAS FERNANDEZ VERONICA ELIZABETH,75.0,,SI
,ARANA COELLO YIMABEL MARIA,77.0,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78.0,,SI
,CASTRO AJILA GLADYS LUCIA,80.0,,SI
,MATIAS APOLINARIO RITA AZUCENA,81.0,,SI
,VACA COJITAMBO ELENA ANA DEL ROCIO,84.0,,SI
,MOYA DUQUE HERMAN ANIBAL,85.0,,SI
,SERRANO REYES NELSON ALCIDES,86.0,,SI
,SOLANO MORENO ALEX FABIAN,87.0,,SI
,FIERRO OVIEDO PACO,89.0,,SI
,CAJAS ARCOS PAOLA DE LOS ANGELES,94.0,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95.0,,SI
,MEJIA PLUAS NILDA CECIBEL,96.0,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97.0,,SI
,VELA CAIZAPANTA ANGEL RAMIRO,98.0,,SI
,AUQUILLA ORTEGA RAUL VICENTE,101.0,,SI
,CHICAIZA TOAPANTA WILSON ALFONSO,102.0,,SI
,DONOSO CHIRIBOGA PATRICIO,103.0,,SI
,VELA CHERONI MARIA SOLEDAD,106.0,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107.0,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108.0,,SI
,VELEZ MARLENE MARGARITA,109.0,,SI
,VERDUGA CEDEÑO MARY,110.0,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111.0,,SI
,ANDINO ROBALINO ANGELICA MARIA,112.0,,SI
,MONTAÑO VALENCIA MAE,115.0,,SI
,CHICA ARTEAGA GUNTARD PAVEL,119.0,,SI
,TORRES TORRES LUIS FERNANDO,120.0,,SI
,PONCE RUBIO ELVIA AZUCENA,122.0,,SI
,COELLO JARAMILLO DIANA ANGELINA,123.0,,SI
,ZAMBRANO ARTEAGA JOSE RICARDO,124.0,,SI
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125.0,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126.0,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127.0,,SI
,SERRANO SEGURA GRACE MARISOL,128.0,,SI
,URIBE LOPEZ FANNY ESTHER,129.0,,SI
,TAPIA LOMBEYDA LUIS FERNANDO,130.0,,SI
,CUCALON CAMACHO HENRY EDUARDO,131.0,,SI
,REYES HIDALGO CRISTINA EUGENIA,132.0,,SI
,TACLE GALARRAGA MOISES FERNANDO,133.0,,SI
,TERAN SALCEDO RAMON FORTUNATO,135.0,,SI
,VITERI JIMENEZ CYNTHIA,136.0,,SI
,KRONFLE GOMEZ MARIA CRISTINA,137.0,,SI
,AGUILAR TORRES MANUEL RAMIRO,74.0,,ABSTENCION
,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79.0,,ABSTENCION
,YANDUN POZO CASTULO RENE,82.0,,ABSTENCION
,UMAJINGA GUAMAN CESAR,92.0,,ABSTENCION
,MONCAYO CEVALLOS JOSE RICARDO,104.0,,ABSTENCION
,MOREIRA MACIAS GRACE HOLANDA,105.0,,ABSTENCION
,POSSO SALGADO LUIS ANTONIO,113.0,,ABSTENCION
,SOLORZANO SARRIA CESAR FAUSTO,114.0,,ABSTENCION
,MORETA PANCHEZ MIGUEL ANGEL,116.0,,ABSTENCION
,PAEZ BENALCAZAR ANDRES TARQUINO,117.0,,ABSTENCION
,SALGADO RIVADENEIRA DIEGO,118.0,,ABSTENCION
