105,asambleista,curul,total si,voto
,RIVERO DOGUER ANGEL ARMANDO,71.0,,SI
,ROBLES ANDRADE DENISSE PRISCILA,72.0,,SI
,SANCHEZ MIÑO ALEXIS REYNALDO,73.0,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76.0,,SI
,SAENZ DE VITERI LAUTARO ENRIQUE,77.0,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78.0,,SI
,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79.0,,SI
,CANALES PROAÑO ELVIRA MARCHIE,81.0,,SI
,ACACHO GONZALEZ PEPE LUIS,83.0,,SI
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84.0,,SI
,SERRRANO REYES NELSON ALCIDES,86.0,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87.0,,SI
,UMAGINGA GUAMAN CESAR,92.0,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94.0,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95.0,,SI
,VALLE PINARGOTE BAIRON LEONARDO,96.0,,SI
,COLLAGUAZO RODRIGO,97.0,,SI
,INTRIAGO MACIAS CARMEN ELENA,98.0,,SI
,PACHECO ORDOÑEZ BAYRON EDUARDO,99.0,,SI
,DONOSO CHIRIBOGA PATRICIO,103.0,,SI
,VELA CHERONI MARIA SOLEDAD,106.0,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107.0,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108.0,,SI
,VELIZ BRIONES JOSE FELIX,109.0,,SI
,OCHOA MORANTE MANUEL ALFREDO,110.0,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111.0,,SI
,VILEMA FREIRE ANGEL RAMIRO,112.0,,SI
,POSSO SALGADO LUIS ANTONIO,113.0,,SI
,SALGADO RIVADENEIRA DIEGO,118.0,,SI
,CHICA PAVEL,119.0,,SI
,TORRES TORRES LUIS FERNANDO,120.0,,SI
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121.0,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122.0,,SI
,ZAMBRANO ARTEAGA JOSE RICARDO,124.0,,SI
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125.0,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126.0,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127.0,,SI
,SERRANO SEGURA GRACE MARISOL,128.0,,SI
,URIBE LOPEZ FANNY ESTHER,129.0,,SI
,CUCALON CAMACHO HENRY EDUARDO,131.0,,SI
,REYES HIDALGO CRISTINA EUGENIA,132.0,,SI
,TACLE GALARRAGA MOISES FERNANDO,133.0,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,134.0,,SI
,TERAN SALCEDO JONNY ENRIQUE,135.0,,SI
,VITERI JIMENEZ CYNTHIA,136.0,,SI
,KRONFLE GOMEZ MARIA CRISTINA,137.0,,SI
,AGUILAR TORRES MANUEL RAMIRO,74.0,,NO
,YANDUN POZO CASTULO RENE,82.0,,NO
,AUQUILLA ORTEGA RAUL VICENTE,101.0,,NO
,MONCAYO CEVALLOS JOSE RICARDO,104.0,,NO
,CASTRO AJILA GLADYS LUCIA,80.0,,ABSTENCION
,FIERRO OVIEDO PACO,89.0,,ABSTENCION
,ALBAN GALLO MARINA ELIZABETH,100.0,,ABSTENCION
,CHICAIZA TOAPANTA WILSON ALFONSO,102.0,,ABSTENCION
,AGUINDA TAPUY DIANA YOLANDA,114.0,,ABSTENCION
,MONTAÑO VALENCIA MAE,115.0,,ABSTENCION
,MORETA PANCHEZ MIGUEL ANGEL,116.0,,ABSTENCION
,LLANES SUAREZ HENRY MANUEL,117.0,,ABSTENCION
,TAPIA LOMBEYDA LUIS FERNANDO,130.0,,ABSTENCION
