34,asambleista,curul,total ausente,voto
,VELA CAIZAPANTA ANGEL RAMIRO,98,,SI
,SOLORZANO MANUEL ANTONIO,106,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107,,SI
,VERDUGA CEDEÑO MARY,110,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,SI
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,AGUILAR TORRES MANUEL RAMIRO,74,,NO
,YANDUN POZO CASTULO RENE,82,,NO
,FIERRO OVIEDO PACO,89,,NO
,GUALAN JAPA MILTON RODRIGO,90,,NO
,UMAJINGA GUAMAN CESAR,92,,NO
,ALBAN GALLO MARINA ELIZABETH,100,,NO
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,NO
,DONOSO CHIRIBOGA PATRICIO,103,,NO
,MONCAYO CEVALLOS JOSE RICARDO,104,,NO
,MOREIRA MACIAS GRACE HOLANDA,105,,NO
,SOLORZANO SARRIA CESAR FAUSTO,114,,NO
,LOPEZ ANDRADE JOSE PATRICIO,115,,NO
,MORETA PANCHEZ MIGUEL ANGEL,116,,NO
,SALGADO RIVADENEIRA DIEGO,118,,NO
,TORRES TORRES LUIS FERNANDO,120,,NO
,ROMERO LOAYZA FRANCO SEGUNDO,134,,NO
,TERAN SALCEDO RAMON FORTUNATO,135,,NO
,CASTRO AJILA GLADYS LUCIA,80,,ABSTENCION
,DIAZ COKA MARIA GABRIELA,88,,ABSTENCION
,TIBAN GUALA LOURDES LICENIA,93,,ABSTENCION
,POSSO SALGADO LUIS ANTONIO,113,,ABSTENCION
,TAPIA LOMBEYDA LUIS FERNANDO,130,,ABSTENCION
