34,asambleista,curul,total ausente,voto
,CUESTA RIOS LIUBA ELISA,29,,SI
,DE LA CRUZ BERNARDO HERMAN ULISES,30,,SI
,PIÑAN CAJAS MARIA ALEGRIA,32,,SI
,FALCONI LOQUI EVELYN PAMELA,34,,SI
,GALVAN GRACIA MARIA ESPERANZA,36,,SI
,MENDOZA DANIEL ISAAC,37,,SI
,GARZON RICAURTE WILLIAM ANTONIO,38,,SI
,MACAS JOSE LUIS,39,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42,,SI
,GUDIÑO MENA ZOBEIDA GUISELA,43,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44,,SI
,GUZMAN OCHOA LILIANA MAURA,45,,SI
,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,,SI
,MOSQUERA YANEZ ISABEL PIEDAD,47,,SI
,CARRILLO CRESPO HUGO FERNANDO,49,,SI
,BAZURTO ROLDAN NANCIS CELESTE,51,,SI
,LARRIVA ALVARADO OSCAR OSWALDO,53,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55,,SI
,MELO GARZON ESTEBAN ANDRES,56,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57,,SI
,MUÑOZ AVENDAÑO ROSA ELVIRA,58,,SI
,ALVARADO CARRION ROSANA,59,,SI
,OCLES PADILLA ALEXANDRA,60,,SI
,CAZA TIPANTA HUGO RENE,61,,SI
,PADRON SAETEROS GLADYS PAULINA,62,,SI
,BRITO MENDOZA MONICA CRISTINA,63,,SI
,PEÑA CARRASCO DIANA LUCIA,64,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,,SI
,PONCE LEON XIMENA MERCEDES,67,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,68,,SI
,RIVERA LOPEZ JOSE GABRIEL,70,,SI
,MEDINA MERA VICTOR CLEMENTE,72,,SI
,ARIAS FERNANDEZ VERONICA ELIZABETH,75,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76,,SI
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,,SI
,MOYA DUQUE HERMAN ANIBAL,85,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,MEJIA PLUAS NILDA CECIBEL,96,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97,,SI
,VELA CAIZAPANTA ANGEL RAMIRO,98,,SI
,PACHECO ORDOÑEZ BAYRON EDUARDO,99,,SI
,VELA CHERONI MARIA SOLEDAD,106,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108,,SI
,VERDUGA CEDEÑO MARY,110,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,SI
,VILEMA FREIRE ANGEL RAMIRO,112,,SI
,POSSO SALGADO LUIS ANTONIO,113,,SI
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,MERA RIVADENEIRA MARIA CECILIA,124,,SI
,ZAMBRANO CASTRO NORALMA ELIZABETH,126,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,SERRANO SEGURA GRACE MARISOL,128,,SI
,URIBE LOPEZ FANNY ESTHER,129,,SI
,AGUILAR TORRES MANUEL RAMIRO,74,,NO
,YANDUN POZO CASTULO RENE,82,,NO
,ACACHO GONZALEZ PEPE LUIS,83,,NO
,FIERRO OVIEDO PACO,89,,NO
,GUALAN JAPA MILTON RODRIGO,90,,NO
,ORELLANA MARQUINEZ MAGALI MARGOT,91,,NO
,UMAJINGA GUAMAN CESAR,92,,NO
,TIBAN GUALA LOURDES LICENIA,93,,NO
,AUQUILLA ORTEGA RAUL VICENTE,101,,NO
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,NO
,DONOSO CHIRIBOGA PATRICIO,103,,NO
,MONCAYO CEVALLOS JOSE RICARDO,104,,NO
,SOLORZANO SARRIA CESAR FAUSTO,114,,NO
,MONTAÑO VALENCIA MAE,115,,NO
,MORETA PANCHEZ MIGUEL ANGEL,116,,NO
,LLANES SUAREZ HENRY MANUEL,117,,NO
,SALGADO RIVADENEIRA DIEGO,118,,NO
,CHICA PAVEL,119,,NO
,TORRES TORRES LUIS FERNANDO,120,,NO
,TAPIA LOMBEYDA LUIS FERNANDO,130,,NO
,CUCALON CAMACHO HENRY EDUARDO,131,,NO
,REYES HIDALGO CRISTINA EUGENIA,132,,NO
,TACLE GALARRAGA MOISES FERNANDO,133,,NO
,KRONFLE GOMEZ MARIA CRISTINA,137,,NO
