67,asambleista,curul,total si,voto
,MUÑOZ VICUÑA MARIANGEL,8,,SI
,ANDINO REINOSO MAURO EDMUNDO,9,,SI
,RIVAS ALAVA ELIANA LISSET,11,,SI
,ARREGUI RUEDA MARCIA CECILIA,12,,SI
,MARQUEZ LOPEZ JOSE LENIN,13,,SI
,BORJA PEREZ GALO,15,,SI
,CALDERON SALTOS RICHARD OSWALDO,18,,SI
,CALLE ANDRADE MARIA AUGUSTA,19,,SI
,CARRILLO BETTY,20,,SI
,CARVAJAL AGUIRRE MIGUEL ANGEL,22,,SI
,CASSINELLI CALI JUAN CARLOS,23,,SI
,CAYAMBE TIPAN FAUSTO HERIBERTO,24,,SI
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,25,,SI
,DE LA CRUZ BERNARDO HERMAN ULISES,30,,SI
,DE LA CRUZ GASPAR ADRIANA MIOSOTI,31,,SI
,GAGLIARDO LOOR GASTON,35,,SI
,DE LA TORRE RAMIREZ PABLO ANTONIO,36,,SI
,MENDOZA DANIEL ISAAC,37,,SI
,GARZON RICAURTE WILLIAM ANTONIO,38,,SI
,GODOY ANDRADE GINA JAKELINE,39,,SI
,GONZALEZ SERRANO MIRYAM CATARINA,40,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42,,SI
,JARAMILLO RODRIGUEZ VICTOR HUGO,43,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44,,SI
,GUZMAN OCHOA LILIANA MAURA,45,,SI
,GUTIERREZ MOSCOSO MARIA EUGENIA,46,,SI
,SILVA MALDONADO SOFIA IRENE,50,,SI
,ORTIZ GASPAR ESTHER FLAVIA,51,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55,,SI
,MELO GARZON ESTEBAN ANDRES,56,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57,,SI
,MUÑOZ AVENDAÑO ROSA ELVIRA,58,,SI
,ALVARADO CARRION ROSANA,59,,SI
,OCLES PADILLA ALEXANDRA,60,,SI
,CAZA TIPANTA HUGO RENE,61,,SI
,PADRON SAETEROS GLADYS PAULINA,62,,SI
,BRITO MENDOZA MONICA CRISTINA,63,,SI
,PEÑA CARRASCO DIANA LUCIA,64,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,,SI
,PONCE LEON XIMENA MERCEDES,67,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,68,,SI
,FARES GUAILLAS MARIA SEBASTIANA,69,,SI
,MEDINA MERA VICTOR CLEMENTE,72,,SI
,VELASTEGUI RAMOS LEONARDO DARIO,73,,SI
,GARCIA PLUAS BEATRIZ CANDELARIA,77,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78,,SI
,VACA COJITAMBO ELENA ANA DEL ROCIO,84,,SI
,MOYA DUQUE HERMAN ANIBAL,85,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,VALLE PINARGOTE BAIRON LEONARDO,96,,SI
,VELA CAIZAPANTA ANGEL RAMIRO,98,,SI
,VELA CHERONI MARIA SOLEDAD,106,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107,,SI
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,,SI
,VINTIMILLA JARRIN DIEGO ARMANDO,122,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,LARRIVA ALVARADO OSCAR OSWALDO,53,,NO
,AGUILAR TORRES MANUEL RAMIRO,74,,NO
,YANDUN POZO CASTULO RENE,82,,NO
,ACACHO GONZALEZ PEPE LUIS,83,,NO
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,NO
,DONOSO CHIRIBOGA PATRICIO,103,,NO
,MONCAYO CEVALLOS JOSE RICARDO,104,,NO
,AGUIRRE RODRIGUEZ FRANCISCO XAVIER,105,,NO
,MONTAÑO VALENCIA MAE,115,,NO
,MORETA PANCHEZ MIGUEL ANGEL,116,,NO
,PAEZ BENALCAZAR ANDRES TARQUINO,117,,NO
,CHICA ARTEAGA GUNTARD PAVEL,119,,NO
,TAPIA LOMBEYDA LUIS FERNANDO,130,,NO
,BUSTAMANTE PONCE FERNANDO XAVIER,17,,ABSTENCION
,ANDRADE SOLORZANO LUIS ALBERTO,79,,ABSTENCION
,DIAZ COKA MARIA GABRIELA,88,,ABSTENCION
,FIERRO OVIEDO PACO,89,,ABSTENCION
,GUALAN JAPA MILTON RODRIGO,90,,ABSTENCION
,ORELLANA MARQUINEZ MAGALI MARGOT,91,,ABSTENCION
,UMAJINGA GUAMAN CESAR,92,,ABSTENCION
,TIBAN GUALA LOURDES LICENIA,93,,ABSTENCION
,PACHECO ORDOÑEZ BAYRON EDUARDO,99,,ABSTENCION
,GUTIERREZ BORBUA FAUSTO GILMAR,100,,ABSTENCION
,VILEMA FREIRE ANGEL RAMIRO,112,,ABSTENCION
,POSSO SALGADO LUIS ANTONIO,113,,ABSTENCION
,SOLORZANO SARRIA CESAR FAUSTO,114,,ABSTENCION
,LOPEZ COBO MARIA JOSE,120,,ABSTENCION
,URIBE LOPEZ FANNY ESTHER,129,,ABSTENCION
,TACLE GALARRAGA MOISES FERNANDO,133,,ABSTENCION
,ROMERO LOAYZA FRANCO SEGUNDO,134,,ABSTENCION
,TERAN SALCEDO RAMON FORTUNATO,135,,ABSTENCION
,VITERI JIMENEZ CYNTHIA,136,,ABSTENCION
,KRONFLE GOMEZ MARIA CRISTINA,137,,ABSTENCION
