33,asambleista,curul,total no,voto
,BAZURTO ROLDAN NANCIS CELESTE,36,,SI
,GARZON RICAURTE WILLIAM ANTONIO,38,,SI
,MACAS JOSE LUIS,39,,SI
,BOMBON LOPEZ BLANCA CECILIA,42,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44,,SI
,GUZMAN OCHOA LILIANA MAURA,45,,SI
,MOSQUERA YANEZ ISABEL PIEDAD,47,,SI
,ISSA WAGNER NICOLAS JOSE,48,,SI
,JEREZ PILLA BETTY MARICELA,49,,SI
,ORTIZ GASPAR ESTHER FLAVIA,51,,SI
,REYES MACHUCA EFREN RODRIGO,52,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54,,SI
,AGUIÑAGA VALLEJO PAOLA MARCELA,55,,SI
,MELO GARZON ESTEBAN ANDRES,56,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57,,SI
,MUÑOZ AVENDAÑO ROSA ELVIRA,58,,SI
,CABRERA FAJARDO SEGUNDO CESAR,59,,SI
,OCLES PADILLA ALEXANDRA,60,,SI
,CAZA TIPANTA HUGO RENE,61,,SI
,PADRON SAETEROS GLADYS PAULINA,62,,SI
,PEÑA CARRASCO DIANA LUCIA,64,,SI
,PEÑA PACHECO XIMENA DEL ROCIO,65,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,,SI
,CAMPOVERDE CALVA SEGUNDO MODESTO,67,,SI
,PROAÑO CIFUENTES ROBERTH MAURICIO,68,,SI
,FARFAN APONTE RICHARD WILSON,69,,SI
,RIVERA LOPEZ JOSE GABRIEL,70,,SI
,RIVERO DOGUER ANGEL ARMANDO,71,,SI
,REINOSO LESCANO MARIA ELIZABETH,73,,SI
,ARIAS FERNANDEZ VERONICA ELIZABETH,75,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76,,SI
,GARCIA PLUAS BEATRIZ CANDELARIA,77,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78,,SI
,MATIAS APOLINARIO RITA AZUCENA,81,,SI
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,MEJIA PLUAS NILDA CECIBEL,96,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97,,SI
,INTRIAGO MACIAS CARMEN ELENA,98,,SI
,VELA CHERONI MARIA SOLEDAD,106,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107,,SI
,VELIZ BRIONES JOSE FELIX,109,,SI
,OCHOA MORANTE MANUEL ALFREDO,110,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,SI
,ALEJANDRO MEDINA CRISTINA SORAYA,121,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,ZAMBRANO ARTEAGA JOSE RICARDO,124,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,127,,SI
,BUSTAMANTE PONCE FERNANDO XAVIER,17,,NO
,LARRIVA ALVARADO OSCAR OSWALDO,53,,NO
,AGUILAR TORRES MANUEL RAMIRO,74,,NO
,ANDRADE VARELA JUPITER GOZOSO DE LA CRUZ,79,,NO
,BUSTOS CHILIQUINGA ARCADIO,80,,NO
,YANDUN POZO CASTULO RENE,82,,NO
,DIAZ COKA MARIA GABRIELA,88,,NO
,FIERRO OVIEDO PACO,89,,NO
,GUALAN JAPA MILTON RODRIGO,90,,NO
,TIBAN GUALA LOURDES LICENIA,93,,NO
,ALBAN GALLO MARINA ELIZABETH,100,,NO
,AUQUILLA ORTEGA RAUL VICENTE,101,,NO
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,NO
,DONOSO CHIRIBOGA PATRICIO,103,,NO
,MONCAYO CEVALLOS JOSE RICARDO,104,,NO
,GARCIA CANO LUIGI FRANCISCO,105,,NO
,VILEMA FREIRE ANGEL RAMIRO,112,,NO
,POSSO SALGADO LUIS ANTONIO,113,,NO
,SOLORZANO SARRIA CESAR FAUSTO,114,,NO
,MONTAÑO VALENCIA MAE,115,,NO
,SIVINTA TAIPE WALTHER OSWALDO,116,,NO
,PAEZ BENALCAZAR ANDRES TARQUINO,117,,NO
,SALGADO RIVADENEIRA DIEGO,118,,NO
,CHICA ARTEAGA GUNTARD PAVEL,119,,NO
,TORRES TORRES LUIS FERNANDO,120,,NO
,URIBE LOPEZ FANNY ESTHER,129,,NO
,MERA RODRIGUEZ MARIA PAULINA,130,,NO
,CUCALON CAMACHO HENRY EDUARDO,131,,NO
,TACLE GALARRAGA MOISES FERNANDO,133,,NO
,ROMERO LOAYZA FRANCO SEGUNDO,134,,NO
,YELA BURGOS DAYSE INES,135,,NO
,OÑATE LOMBEIDA WIMPER BOLIVAR,136,,NO
,KRONFLE GOMEZ MARIA CRISTINA,137,,NO
,DELGADO CHALA AGUSTIN JAVIER,32,,ABSTENCION
