70,asambleista,curul,total si,voto
,BURBANO MONTENEGRO FÉLIX FERNANDO,75.0,,SI
,AZUERO RODAS ELISEO ALEXIS,77.0,,SI
,CUCALÓN CAMACHO HENRY EDUARDO,78.0,,SI
,SERRANO VITERI MERCEDES MARITZA,79.0,,SI
,CALLEJAS BARONA FERNANDO,80.0,,SI
,CAMPAIN BRAMBILLA RINA ASUNCIÓN,81.0,,SI
,CAMPOVERDE ROBLES EMILIO ABSALÓN,82.0,,SI
,CARRIÓN MORENO CÉSAR ATAULFO,83.0,,SI
,YANDÚN POZO CÁSTULO RENÉ,86.0,,SI
,HENRÍQUEZ JAIME PATRICIA IVONNE,87.0,,SI
,JARAMILLO ZURITA PAOLA MICHAEL,88.0,,SI
,CASTANIER JARAMILLO XAVIER HOMERO,89.0,,SI
,CELI SANTOS GUILLERMO ALEJANDRO,90.0,,SI
,CRUZ PROAÑO LUDOVICO ISRAEL,91.0,,SI
,CRUZ VACA JEANNINE DEL CISNE,92.0,,SI
,CUESTA ORELLANA MARÍA DE LOURDES,93.0,,SI
,CADENA HUERTAS FRANCISCO JAVIER,95.0,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96.0,,SI
,MONTAÑO GUISAMANO MAYRA MIGDONIA,97.0,,SI
,"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",98.0,,SI
,REYES HIDALGO CRISTINA EUGENIA,99.0,,SI
,CURICHUMBI YUPANQUI PEDRO,100.0,,SI
,FLORES VÁSQUEZ FERNANDO PATRICIO,102.0,,SI
,GALARZA AÑAZCO ANA MERCEDES,103.0,,SI
,GENDE CALAZACÓN ANGEL MESÍAS,104.0,,SI
,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105.0,,SI
,CANDELL SOTO JAIME ENRIQUE JIMMY,107.0,,SI
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108.0,,SI
,OLIVO PALLO JAIME FERNANDO,109.0,,SI
,ROHON HERVAS CÉSAR EDUARDO,110.0,,SI
,TACLE GARCÍA SAMIA,111.0,,SI
,GARCÍA ESPINEL KERLY BEATRIZ,112.0,,SI
,LARREÁTEGUI FABARA MARÍA GABRIELA,114.0,,SI
,MINCHALA MURILLO RÓMULO MARCELO,116.0,,SI
,MONTAÑO VALENCIA MAE,117.0,,SI
,MORENO GUERRERO HENRY FREDY,118.0,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119.0,,SI
,PACHALA POMA LUIS ALBERTO,120.0,,SI
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121.0,,SI
,CUESTA CONCARI MARÍA MERCEDES,122.0,,SI
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123.0,,SI
,PUANCHIR PAYASHÑA TITO PEDRO,124.0,,SI
,ALARCÓN GUILLÍN FREDY OSCAR,125.0,,SI
,SOLORZANO SARRIA CESAR FAUSTO,126.0,,SI
,UGARTE GUZMÁN BLANCA ROSANA,127.0,,SI
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130.0,,SI
,BECERRA HERNÁNDEZ JUAN CARLOS,131.0,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132.0,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133.0,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134.0,,SI
,VERA MENDOZA TANLLY JANELA,135.0,,SI
,PADILLA SIERRA MAGGIE DOLORES,137.0,,SI
,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2.0,,NO
,ARTEAGA MUÑOZ KARINA CECILIA,7.0,,NO
,BENAVIDES ZAMBRANO ZOILA TERESA,8.0,,NO
,COLLAGUAZO RODRIGO,10.0,,NO
,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12.0,,NO
,CADENA VÉLEZ KARLA GABRIELA,14.0,,NO
,CALLE VERZOZI HERMUY,15.0,,NO
,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,20.0,,NO
,COROZO AYOVÍ JORGE WILBER,24.0,,NO
,CUESTA SANTANA ESTHER ADELINA,26.0,,NO
,RUIZ CEDEÑO ANA BELÉN,27.0,,NO
,GARZÓN RICAURTE WILLIAM ANTONIO,34.0,,NO
,LITARDO CAICEDO CÉSAR ERNESTO,38.0,,NO
,MARÍN AGUIRRE ANA BELÉN,40.0,,NO
,MENDOZA ARÉVALO DANIEL ISAAC,42.0,,NO
,ORDOÑEZ JARAMILLO DIANA MARINA,45.0,,NO
,ALONSO FERNÁNDEZ FÉLIX FREDY,46.0,,NO
,PALACIOS VELÁSQUEZ SONIA LUCRECIA,47.0,,NO
,RIVERA LÓPEZ MIRIAN ISABEL,49.0,,NO
,QUIJIJE DELGADO LUIS RAFAEL,52.0,,NO
,RODRÍGUEZ CEDEÑO ROSA ELENA,53.0,,NO
,RIVADENEIRA BUSTOS CARMEN MERCEDES,55.0,,NO
,PARRA VILLACIS JONATHAN EMANUEL,56.0,,NO
,SALGADO ANDRADE SILVIA BETZABETH,57.0,,NO
,VELIN CORTÉS JUAN PABLO,63.0,,NO
,VERA RODRÍGUEZ CARLOS ALFREDO,65.0,,NO
,ZAMBRANO CASTRO NORALMA ELIZABETH,76.0,,NO
,VEGAY JIPA LUZ AIDA,84.0,,NO
,OVIEDO ENDERICA DANIELA NATHALY,5.0,,ABSTENCION
,BERGMANN REYNA CARLOS ALBERTO,9.0,,ABSTENCION
,EGAS LEDESMA JOSÉ ANTONIO,18.0,,ABSTENCION
,CERDA MIRANDA GABRIELA PAMELA,21.0,,ABSTENCION
,CHALÁ CRUZ JOSÉ FRANKLIN,22.0,,ABSTENCION
,ESPINOSA ANDRADE AUGUSTO XAVIER,30.0,,ABSTENCION
,FLOR GIL BRENDA AZUCENA,31.0,,ABSTENCION
,GARCÍA GAIBOR CARMEN MERCEDES,32.0,,ABSTENCION
,GARCÍA POZO DIEGO OSWALDO,33.0,,ABSTENCION
,HOLGUÍN NARANJO MARCELA PRISCILA,37.0,,ABSTENCION
,LLORET VALDIVIESO JUAN CRISTÓBAL,39.0,,ABSTENCION
,MELO GARZÓN ESTEBAN ANDRÉS,41.0,,ABSTENCION
,MUÑOZ LÓPEZ CHRISTIAN PABEL,43.0,,ABSTENCION
,SAMANIEGO MAIGUA FRANKLIN OMAR,58.0,,ABSTENCION
,ALEMÁN MARMOL MÓNICA ROCÍO,60.0,,ABSTENCION
,SOLIZ CARRIÓN DORIS JOSEFINA,61.0,,ABSTENCION
,YAR ARAUJO JUAN CARLOS,68.0,,ABSTENCION
,ZAMBRANO VALLE EDUARDO MAURICIO,94.0,,ABSTENCION
,ZAMBRANO VERA MARIANO,106.0,,ABSTENCION
