70,asambleista,curul,total si,voto
,ACACHO GONZALEZ PEPE LUIS,83.0,,NO
,AUQUILLA ORTEGA RAUL VICENTE,101.0,,NO
,CHICAIZA TOAPANTA WILSON ALFONSO,102.0,,NO
,DONOSO CHIRIBOGA PATRICIO,103.0,,NO
,AGUIRRE RODRIGUEZ FRANCISCO XAVIER,105.0,,NO
,POSSO SALGADO LUIS ANTONIO,113.0,,NO
,MONTAÑO VALENCIA MAE,115.0,,NO
,MORETA PANCHEZ MIGUEL ANGEL,116.0,,NO
,LLANES SUAREZ HENRY MANUEL,117.0,,NO
,PLAZA CRISTINA,118.0,,NO
,CHICA ARTEAGA GUNTARD PAVEL,119.0,,NO
,TAPIA LOMBEYDA LUIS FERNANDO,130.0,,NO
,REYES HIDALGO CRISTINA EUGENIA,132.0,,NO
,TACLE GALARRAGA MOISES FERNANDO,133.0,,NO
,ROMERO LOAYZA FRANCO SEGUNDO,134.0,,NO
,YELA BURGOS DAYSE INES,135.0,,NO
,OÑATE LOMBEIDA WIMPER BOLIVAR,136.0,,NO
,KRONFLE GOMEZ MARIA CRISTINA,137.0,,NO
,BUSTOS CHILIQUINGA ARCADIO,80.0,,ABSTENCION
,FIERRO OVIEDO PACO,89.0,,ABSTENCION
,ORELLANA MARQUINEZ MAGALI MARGOT,91.0,,ABSTENCION
,GUTIERREZ BORBUA FAUSTO GILMAR,100.0,,ABSTENCION
,VILEMA FREIRE ANGEL RAMIRO,112.0,,ABSTENCION
,AGUINDA TAPUY DIANA YOLANDA,114.0,,ABSTENCION
,TORRES TORRES LUIS FERNANDO,120.0,,ABSTENCION
