35,asambleista,curul,total ausente,voto
,MONTAÑO VALENCIA MAE,117,,SI
,MORENO GUERRERO HENRY FREDY,118,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,,SI
,PACHALA POMA LUIS ALBERTO,120,,SI
,CUESTA CONCARI MARÍA MERCEDES,122,,SI
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123,,SI
,PUANCHIR PAYASHÑA TITO PEDRO,124,,SI
,ALARCÓN GUILLÍN FREDY OSCAR,125,,SI
,SOLÓRZANO SARRIA CÉSAR FAUSTO,126,,SI
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130,,SI
,PAREDES TORRES WASHINGTON ARTURO,131,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134,,SI
,VERA VÉLEZ DAN HAMED,135,,SI
,VILLAMAR JÁCOME PEDRO FABRICIO,136,,SI
,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,,SI
,PESANTEZ SALTO DIANA ELIZABETH,71,,NO
,ALMEIDA ALARCÓN KAREM MICHELLE,72,,NO
,AUQUILLA ORTEGA RAÚL VICENTE,73,,NO
,CUCALÓN CAMACHO HENRY EDUARDO,78,,NO
,ZAMBRANO CHACHA ALBERTO ALEXANDER,84,,NO
,UGARTE HENRÍQUEZ JOSÉ FERNANDO,87,,NO
,OLLAGUE VALAREZO ZOILA PIEDAD,88,,NO
,CADENA HUERTAS FRANCISCO JAVIER,95,,NO
,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97,,NO
,CALDERÓN CHANCAY DORIS DAISY,98,,NO
,LLANES SUAREZ HENRY MANUEL,99,,NO
,CANDELL SOTO JAIME ENRIQUE JIMMY,107,,NO
,SAAVEDRA MARTÍNEZ VIOLETA LEONOR,110,,NO
,TACLE GARCÍA SAMIA,111,,NO
,MENDOZA MACÍAS MANUEL VIRGILIO,112,,NO
,ALMEYDA JALIL VICENTE FERNANDO,127,,NO
,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105,,BLANCO
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,,ABSTENCION
