33,asambleista,curul,total ausente,voto
,DE LA TORRE RAMIREZ PABLO ANTONIO,36,,SI
,MENDOZA DANIEL ISAAC,37,,SI
,GARZON RICAURTE WILLIAM ANTONIO,38,,SI
,GODOY ANDRADE GINA JAKELINE,39,,SI
,GONZALEZ SERRANO MIRYAM CATARINA,40,,SI
,GUAMAN CASTRO ALEX FRANCISCO,41,,SI
,GUAMANGATE ANTE LUIS GILBERTO,42,,SI
,GUEVARA VILLACRES VERONICA MARGARITA,44,,SI
,GUZMAN OCHOA LILIANA MAURA,45,,SI
,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,46,,SI
,ISSA WAGNER NICOLAS JOSE,48,,SI
,CARRILLO CRESPO HUGO FERNANDO,49,,SI
,JUEZ JUEZ OMAR JUSEPH,50,,SI
,REYES MACHUCA EFREN RODRIGO,52,,SI
,LARRIVA ALVARADO OSCAR OSWALDO,53,,SI
,LEDESMA ZAMORA OSCAR ALFONSO,54,,SI
,MELO GARZON ESTEBAN ANDRES,56,,SI
,TOBAR NUÑEZ RAUL IGNACIO,57,,SI
,MUÑOZ AVENDAÑO ROSA ELVIRA,58,,SI
,ALVARADO CARRION ROSANA,59,,SI
,OCLES PADILLA ALEXANDRA,60,,SI
,CAZA TIPANTA HUGO RENE,61,,SI
,PADRON SAETEROS GLADYS PAULINA,62,,SI
,BRITO MENDOZA MONICA CRISTINA,63,,SI
,GOMEZ IRMA,64,,SI
,PEÑAFIEL MONTESDEOCA JUANA MARISOL,66,,SI
,PONCE LEON XIMENA MERCEDES,67,,SI
,FARFAN APONTE RICHARD WILSON,69,,SI
,JIJON BUENDIA ITALIA LUISA,70,,SI
,RIVERO DOGUER ANGEL ARMANDO,71,,SI
,REINOSO LESCANO MARIA ELIZABETH,73,,SI
,GUZMAN SEGOVIA JOSE FRANCISCO,74,,SI
,RODRIGUEZ DELGADO MARIA VERONICA,76,,SI
,SALAZAR CEDEÑO GUADALUPE DOLORES,78,,SI
,MATIAS APOLINARIO RITA AZUCENA,81,,SI
,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,84,,SI
,ALEMAN MARMOL MONICA ROCIO,86,,SI
,DAHIK ASTUDILLO REYTA GIOMAR,87,,SI
,TERAN SARZOSA SEGUNDO FAUSTO,94,,SI
,VALAREZO ORDOÑEZ ROCIO DEL CARMEN,95,,SI
,MEJIA PLUAS NILDA CECIBEL,96,,SI
,VASCONEZ ARTEAGA ANNY MARLLELY,97,,SI
,INTRIAGO MACIAS CARMEN ELENA,98,,SI
,VELA CHERONI MARIA SOLEDAD,106,,SI
,ARGUELLO TROYA BLANCA AZUCENA,107,,SI
,VELASCO ENRIQUEZ CARLOS ALBERTO,108,,SI
,VERDUGA CEDEÑO MARY,110,,SI
,VICUÑA MUÑOZ MARIA ALEJANDRA,111,,SI
,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,121,,SI
,VITERI GUALINGA CARLOS ELOY,123,,SI
,ZAMBRANO CABANILLA EDUARDO ALFONSO,125,,SI
,SERRANO SEGURA GRACE MARISOL,128,,SI
,TORRES TORRES LUIS FERNANDO,120,,NO
,SERRANO VALLADARES SAADIN ALFREDO,136,,NO
,BUSTAMANTE PONCE FERNANDO XAVIER,17,,ABSTENCION
,BUSTOS CHILIQUINGA ARCADIO,80,,ABSTENCION
,LANDAZURI CORDOVA SANDRA SUSANA,82,,ABSTENCION
,DIAZ COKA MARIA GABRIELA,88,,ABSTENCION
,FIERRO OVIEDO PACO,89,,ABSTENCION
,PACHECO ORDOÑEZ BAYRON EDUARDO,99,,ABSTENCION
,GUTIERREZ BORBUA FAUSTO GILMAR,100,,ABSTENCION
,LUDEÑA SOTOMAYOR CECILIA DEL CISNE,101,,ABSTENCION
,CHICAIZA TOAPANTA WILSON ALFONSO,102,,ABSTENCION
,DONOSO CHIRIBOGA PATRICIO,103,,ABSTENCION
,MOREIRA MACIAS GRACE HOLANDA,105,,ABSTENCION
,POSSO SALGADO LUIS ANTONIO,113,,ABSTENCION
,SOLORZANO SARRIA CESAR FAUSTO,114,,ABSTENCION
,MONTAÑO VALENCIA MAE,115,,ABSTENCION
,MORETA PANCHEZ MIGUEL ANGEL,116,,ABSTENCION
,LLANES SUAREZ HENRY MANUEL,117,,ABSTENCION
,PLAZA CRISTINA,118,,ABSTENCION
,TAPIA LOMBEYDA LUIS FERNANDO,130,,ABSTENCION
,REYES HIDALGO CRISTINA EUGENIA,132,,ABSTENCION
,TACLE GALARRAGA MOISES FERNANDO,133,,ABSTENCION
,ROMERO LOAYZA FRANCO SEGUNDO,134,,ABSTENCION
,YELA BURGOS DAYSE INES,135,,ABSTENCION
,KRONFLE GOMEZ MARIA CRISTINA,137,,ABSTENCION
